算例名,节点数,边数,无人机数,基站编号,ALNS_PSO_目标函数_最小值,ALNS_PSO_目标函数_最大值,ALNS_PSO_目标函数_均值,ALNS_PSO_求解时间_最小(s),ALNS_PSO_求解时间_最大(s),ALNS_PSO_求解时间_均值(s),ALNS_PSO_实际使用无人机数_均值,ALNS_PSO_总飞行距离_均值(m),ALNS_PSO_最优线程ID分布,ALNS_PSO_公共池拉取次数_均值,ALNS_PSO_推入公共池次数_均值,ALNS_PSO_破坏_random_调用次数_均值,ALNS_PSO_破坏_random_耗时_均值(s),ALNS_PSO_破坏_random_改进当前解_均值,ALNS_PSO_破坏_random_改进最优解_均值,ALNS_PSO_破坏_worst_调用次数_均值,ALNS_PSO_破坏_worst_耗时_均值(s),ALNS_PSO_破坏_worst_改进当前解_均值,ALNS_PSO_破坏_worst_改进最优解_均值,ALNS_PSO_破坏_route_调用次数_均值,ALNS_PSO_破坏_route_耗时_均值(s),ALNS_PSO_破坏_route_改进当前解_均值,ALNS_PSO_破坏_route_改进最优解_均值,ALNS_PSO_破坏_bp_split_调用次数_均值,ALNS_PSO_破坏_bp_split_耗时_均值(s),ALNS_PSO_破坏_bp_split_改进当前解_均值,ALNS_PSO_破坏_bp_split_改进最优解_均值,ALNS_PSO_修复_greedy_调用次数_均值,ALNS_PSO_修复_greedy_耗时_均值(s),ALNS_PSO_修复_greedy_改进当前解_均值,ALNS_PSO_修复_greedy_改进最优解_均值,ALNS_PSO_修复_random_调用次数_均值,ALNS_PSO_修复_random_耗时_均值(s),ALNS_PSO_修复_random_改进当前解_均值,ALNS_PSO_修复_random_改进最优解_均值,ALNS_PSO_修复_bp_aware_调用次数_均值,ALNS_PSO_修复_bp_aware_耗时_均值(s),ALNS_PSO_修复_bp_aware_改进当前解_均值,ALNS_PSO_修复_bp_aware_改进最优解_均值,ALNS_PSO_模块耗时_DR均值(s),ALNS_PSO_模块耗时_LS均值(s),ALNS_PSO_模块耗时_PSO均值(s),GiantRoute_目标函数_最小值,GiantRoute_目标函数_最大值,GiantRoute_目标函数_均值,GiantRoute_求解时间_最小(s),GiantRoute_求解时间_最大(s),GiantRoute_求解时间_均值(s),GiantRoute_实际使用无人机数_均值,GiantRoute_总飞行距离_均值(m),GiantRoute_最优线程ID分布,GiantRoute_公共池拉取次数_均值,GiantRoute_推入公共池次数_均值,GiantRoute_破坏_random_调用次数_均值,GiantRoute_破坏_random_耗时_均值(s),GiantRoute_破坏_random_改进当前解_均值,GiantRoute_破坏_random_改进最优解_均值,GiantRoute_破坏_worst_调用次数_均值,GiantRoute_破坏_worst_耗时_均值(s),GiantRoute_破坏_worst_改进当前解_均值,GiantRoute_破坏_worst_改进最优解_均值,GiantRoute_破坏_segment_调用次数_均值,GiantRoute_破坏_segment_耗时_均值(s),GiantRoute_破坏_segment_改进当前解_均值,GiantRoute_破坏_segment_改进最优解_均值,GiantRoute_修复_greedy_调用次数_均值,GiantRoute_修复_greedy_耗时_均值(s),GiantRoute_修复_greedy_改进当前解_均值,GiantRoute_修复_greedy_改进最优解_均值,GiantRoute_修复_random_调用次数_均值,GiantRoute_修复_random_耗时_均值(s),GiantRoute_修复_random_改进当前解_均值,GiantRoute_修复_random_改进最优解_均值,GiantRoute_修复_regret_调用次数_均值,GiantRoute_修复_regret_耗时_均值(s),GiantRoute_修复_regret_改进当前解_均值,GiantRoute_修复_regret_改进最优解_均值,GiantRoute_模块耗时_DR均值(s),GiantRoute_模块耗时_LS均值(s),GiantRoute_模块耗时_PSO均值(s)
9-10-5-4-(2),9,10,5,4,8626.5667,8626.5667,8626.5667,2.1,2.15,2.12,2.0,5737.71,T0:5次,16.0,44.0,505.2,0.0117,34.4,1.6,493.0,0.0178,42.4,0.4,495.6,0.0021,21.4,0.4,506.2,0.0116,43.6,2.4,940.8,0.4772,71.0,3.4,133.6,0.0299,1.4,0.2,925.6,0.4172,69.4,1.2,1.0128,1.1391,4.3877,8538.0412,8538.2608,8538.1001,1.86,3.64,2.43,2.0,5678.73,"T0:2次,T1:2次,T3:1次",14.2,44.0,692.0,0.0094,69.4,5.4,654.8,0.0468,70.6,5.2,653.2,0.001,67.6,4.0,895.8,0.0502,97.6,6.0,161.0,0.0003,5.6,1.2,943.2,0.2585,104.4,7.4,0.3662,5.0624,1.7877
9-10-5-5-(0),9,10,5,5,8592.4715,8623.5822,8611.1379,2.27,2.4,2.33,2.0,5727.43,"T0:1次,T1:2次,T3:2次",16.0,44.0,462.8,0.0041,12.8,1.0,553.0,0.0268,61.4,5.2,472.6,0.0065,5.6,0.8,511.6,0.0348,21.0,3.8,924.2,0.5116,50.2,4.2,135.0,0.0398,0.4,0.0,940.8,0.4319,50.2,6.6,1.0774,1.1693,5.1233,8502.6597,8502.6669,8502.6635,4.93,9.34,7.24,2.0,5655.11,"T0:2次,T1:2次,T2:1次",17.4,44.0,668.0,0.0054,48.4,1.0,650.4,0.028,65.8,0.6,681.6,0.0057,48.0,1.6,868.8,0.1473,72.4,1.4,167.0,0.008,3.4,0.4,964.2,0.704,86.4,1.4,0.8984,20.6291,2.3685
9-10-5-5-(1),9,10,5,5,9319.2829,9319.2829,9319.2829,2.09,2.19,2.13,2.0,6199.52,"T0:1次,T1:2次,T2:1次,T3:1次",13.6,44.0,501.0,0.0058,35.2,4.2,531.6,0.0289,49.0,5.2,487.6,0.0021,19.6,3.6,479.8,0.0064,28.8,4.4,919.0,0.5119,62.8,7.2,135.4,0.0589,2.0,1.2,945.6,0.7253,67.8,9.0,1.3627,1.2034,4.0466,9319.2875,9321.388,9320.0723,5.99,9.8,7.7,2.0,6200.05,"T1:2次,T2:2次,T3:1次",13.2,44.0,658.2,0.013,75.6,1.8,641.8,0.0383,60.8,3.8,700.0,0.0012,102.6,4.6,899.8,0.1509,111.6,4.0,125.8,0.0003,3.2,0.2,974.4,0.7833,124.2,6.0,0.9871,22.8149,2.4674
9-10-5-5-(2),9,10,5,5,7255.123,7255.123,7255.123,1.56,1.6,1.58,1.0,4830.08,T0:5次,15.8,44.0,512.0,0.0027,27.4,1.4,488.2,0.0114,16.4,0.2,475.8,0.0125,20.6,1.6,524.0,0.0032,26.0,1.6,925.6,0.5321,45.6,2.4,127.0,0.0704,0.4,0.0,947.4,0.5254,44.4,2.4,1.2038,1.0469,2.4839,7255.123,7255.123,7255.123,1.56,1.59,1.57,1.0,4830.08,"T0:3次,T1:2次",16.0,44.0,681.4,0.0032,37.0,1.2,693.6,0.0224,29.6,1.6,625.0,0.0009,26.0,1.2,871.0,0.0169,43.0,1.6,186.2,0.0003,5.6,1.2,942.8,0.1129,44.0,1.2,0.1566,2.7948,1.6433
9-7-5-1-(0),9,7,5,1,7450.6072,7450.6072,7450.6072,1.65,1.72,1.67,1.0,4960.4,"T0:3次,T2:1次,T3:1次",16.0,44.0,505.0,0.0055,19.0,5.6,516.6,0.0099,23.6,5.2,483.2,0.0226,13.2,3.8,495.2,0.0058,15.0,4.2,899.0,0.3006,32.2,8.2,204.4,0.0348,1.6,0.8,896.6,0.2755,37.0,9.8,0.687,0.3609,3.9613,7450.6072,7450.6072,7450.6072,0.86,0.87,0.86,1.0,4960.4,"T0:4次,T1:1次",16.0,44.0,662.6,0.0014,5.8,2.0,684.4,0.0201,6.6,4.0,653.0,0.0009,5.6,3.4,918.4,0.0097,8.6,4.4,194.4,0.0048,1.0,0.6,887.2,0.0315,8.4,4.4,0.0683,0.6373,1.3623
9-7-5-1-(1),9,7,5,1,6191.9805,6191.9805,6191.9805,1.01,1.04,1.02,1.0,4121.32,"T0:2次,T1:2次,T2:1次",14.8,44.0,495.6,0.0047,31.2,4.6,501.0,0.0097,23.2,4.6,497.4,0.0137,30.0,3.8,506.0,0.005,27.2,4.4,933.4,0.3759,53.0,8.2,120.4,0.0285,0.6,0.4,946.2,0.2775,58.0,8.8,0.7398,0.1707,1.5996,6208.3776,6213.3167,6210.5702,0.98,1.52,1.18,1.0,4133.71,"T1:2次,T2:1次,T3:2次",14.8,44.0,682.4,0.0017,46.8,4.2,655.2,0.0436,32.2,5.8,662.4,0.0037,46.0,5.2,921.2,0.0451,64.6,8.8,167.0,0.0003,3.4,1.0,911.8,0.1086,57.0,5.4,0.2029,1.4173,1.3814
9-7-5-1-(2),9,7,5,1,6100.9903,6100.9903,6100.9903,1.01,1.02,1.02,1.0,4060.66,"T0:3次,T1:2次",16.0,44.0,501.8,0.0118,11.0,1.0,483.6,0.0112,14.4,2.8,521.8,0.0198,20.6,3.4,492.8,0.0026,8.4,1.0,934.6,0.3916,28.2,4.2,122.8,0.0238,0.2,0.2,942.6,0.4375,26.0,3.8,0.9328,0.1266,1.5334,6100.9903,6100.9903,6100.9903,1.0,1.61,1.19,1.0,4060.66,"T0:1次,T1:3次,T2:1次",16.0,44.0,672.2,0.0016,24.0,3.2,615.6,0.0156,7.6,2.0,712.2,0.001,28.0,4.4,871.0,0.0248,25.4,4.4,176.0,0.0003,2.4,1.4,953.0,0.1066,31.8,3.8,0.1499,1.4276,1.448
9-7-5-2-(0),9,7,5,2,10072.121,10072.121,10072.121,1.82,1.85,1.84,2.0,6701.41,"T0:1次,T1:3次,T2:1次",16.0,44.0,516.6,0.0071,19.0,5.6,464.8,0.0155,19.8,2.2,480.8,0.0035,12.8,2.4,537.8,0.003,19.8,6.0,890.2,0.1577,35.6,7.8,208.2,0.0294,1.4,0.2,901.6,0.2551,34.4,8.2,0.4876,0.6426,4.4179,9370.733,9686.4019,9501.6062,0.93,0.95,0.94,2.0,6321.07,"T0:2次,T1:2次,T3:1次",15.0,44.0,644.2,0.0099,24.0,2.4,681.2,0.0116,24.8,4.2,674.6,0.0009,32.0,3.6,872.4,0.0366,38.4,4.4,241.2,0.0029,8.6,1.0,886.4,0.0384,33.8,4.8,0.1002,0.7734,1.3077
9-7-5-2-(1),9,7,5,2,6561.03,6561.03,6561.03,1.01,1.09,1.03,1.0,4367.35,"T0:3次,T1:2次",16.0,44.0,506.0,0.0232,23.6,2.4,509.2,0.0588,35.4,3.6,495.2,0.0139,18.0,2.4,489.6,0.0161,18.2,3.4,938.4,0.328,47.2,6.8,141.8,0.0335,0.6,0.4,919.8,0.3087,47.4,4.6,0.8282,0.1928,1.4753,6577.1587,6598.4005,6585.4604,1.17,1.49,1.29,1.0,4383.64,"T2:3次,T3:2次",15.8,44.0,687.8,0.0017,57.4,4.0,616.4,0.0245,32.4,5.0,695.8,0.001,59.0,4.0,926.6,0.0563,75.8,5.8,187.2,0.0003,5.6,1.4,886.2,0.1623,67.4,5.8,0.2461,1.5988,1.2521
9-7-5-2-(2),9,7,5,2,5814.5157,5814.5157,5814.5157,1.01,1.1,1.03,1.0,3869.68,"T0:4次,T1:1次",16.0,44.0,491.6,0.0203,4.6,1.4,560.6,0.0272,24.6,4.8,462.8,0.011,5.4,0.4,485.0,0.0287,5.4,1.2,932.6,0.2916,19.2,3.8,123.0,0.0115,0.2,0.2,944.4,0.2743,20.6,3.8,0.6777,0.239,1.5388,5814.5157,5814.5157,5814.5157,0.84,0.86,0.85,1.0,3869.68,T0:5次,16.0,44.0,667.4,0.0014,2.4,2.0,664.2,0.0044,2.6,2.6,668.4,0.0009,2.8,2.4,870.6,0.027,4.4,3.8,200.0,0.0003,0.0,0.0,929.4,0.037,3.4,3.2,0.071,0.6405,1.3781
9-7-5-3-(0),9,7,5,3,9355.9374,10048.4997,9909.9872,1.8,1.84,1.82,2.0,6593.32,"T1:3次,T3:2次",15.2,44.0,505.2,0.0155,26.2,3.2,485.0,0.0037,31.2,6.0,532.2,0.0215,26.2,4.4,477.6,0.0085,21.6,3.6,878.8,0.1403,50.4,8.8,232.8,0.0174,1.6,0.2,888.4,0.1594,53.2,8.2,0.3957,1.0678,4.1297,10048.4997,10048.4997,10048.4997,0.86,0.91,0.88,2.0,6685.67,T0:5次,16.0,44.0,658.2,0.0015,11.4,1.2,688.4,0.0166,11.0,1.8,653.4,0.0009,13.2,1.6,899.0,0.0599,16.8,2.0,187.6,0.0002,3.6,0.2,913.4,0.0531,15.2,2.4,0.1323,0.6809,1.2422
9-7-5-3-(1),9,7,5,3,5669.0622,5669.0622,5669.0622,1.01,1.03,1.02,1.0,3772.71,T0:5次,20.0,44.0,491.2,0.0023,0.0,0.0,508.0,0.0317,0.0,0.0,496.6,0.0081,0.0,0.0,504.2,0.0223,0.0,0.0,933.2,0.3532,0.0,0.0,116.8,0.0078,0.0,0.0,950.0,0.4421,0.0,0.0,0.8855,0.1585,1.4664,5669.0622,5669.0622,5669.0622,0.85,1.02,0.95,1.0,3772.71,"T0:1次,T1:3次,T3:1次",20.0,44.0,649.6,0.0059,0.6,0.0,705.0,0.0156,0.2,0.0,645.4,0.0009,0.6,0.0,919.4,0.0088,0.6,0.0,179.8,0.0002,0.0,0.0,900.8,0.0437,0.8,0.0,0.0752,0.8274,1.4667
9-7-5-3-(2),9,7,5,3,10238.7699,10238.7699,10238.7699,2.01,2.07,2.04,2.0,6812.51,"T0:1次,T1:1次,T2:3次",16.0,44.0,498.8,0.0142,18.2,2.4,532.4,0.0332,29.2,5.6,489.0,0.0035,9.2,1.4,479.8,0.0097,9.2,1.6,887.4,0.2454,32.6,4.8,225.8,0.0556,1.4,0.0,886.8,0.3783,31.8,6.2,0.7608,0.4752,5.1692,10222.7621,10222.7621,10222.7621,2.64,2.74,2.7,2.0,6801.84,"T0:1次,T1:3次,T2:1次",15.4,44.0,634.0,0.0019,44.4,1.6,689.8,0.0485,67.8,1.6,676.2,0.0011,67.6,3.2,932.8,0.1219,98.0,3.6,135.6,0.0003,3.4,0.8,931.6,0.4076,78.4,2.0,0.5812,6.2452,1.3912
9-7-5-4-(0),9,7,5,4,7164.1327,7164.1327,7164.1327,1.46,1.49,1.48,1.0,4769.42,"T0:1次,T1:3次,T2:1次",15.4,44.0,508.8,0.0025,10.0,3.2,517.4,0.0038,18.0,2.8,479.0,0.0019,7.4,1.2,494.8,0.0027,12.2,3.4,891.8,0.1235,22.6,4.0,174.0,0.0098,0.4,0.2,934.2,0.1363,24.6,6.4,0.2895,0.9843,3.1122,7164.1327,7164.1327,7164.1327,1.0,1.13,1.07,1.0,4769.42,"T0:2次,T1:2次,T3:1次",16.0,44.0,645.4,0.0016,3.8,2.0,684.4,0.0084,6.0,4.2,670.2,0.004,4.4,3.0,901.0,0.0202,5.6,3.6,189.8,0.0003,1.6,1.2,909.2,0.063,7.0,4.4,0.0974,1.1676,1.3814
9-7-5-4-(1),9,7,5,4,6825.2507,6825.2507,6825.2507,0.99,1.02,1.01,1.0,4543.5,"T0:4次,T1:1次",16.0,44.0,501.6,0.0024,3.8,0.8,505.6,0.0234,9.6,1.0,491.0,0.0019,4.0,0.6,501.8,0.0086,5.2,1.6,913.6,0.3476,10.2,1.8,140.6,0.0251,0.0,0.0,945.8,0.4273,12.4,2.2,0.8512,0.119,1.4854,6841.4501,6841.991,6841.7472,0.98,1.0,0.99,1.0,4554.5,"T0:2次,T1:2次,T2:1次",14.6,44.0,668.6,0.0173,21.8,2.8,693.4,0.0176,40.4,1.8,638.0,0.0009,21.0,2.0,892.0,0.0411,38.2,1.8,197.2,0.0003,5.0,2.2,910.8,0.0713,40.0,2.6,0.1486,0.9027,1.4208
9-7-5-4-(2),9,7,5,4,6411.6504,6411.6504,6411.6504,1.0,1.05,1.02,1.0,4267.77,"T0:4次,T2:1次",20.0,44.0,516.0,0.011,6.8,0.0,466.6,0.0216,6.0,0.0,496.0,0.0132,4.6,0.0,521.4,0.0081,3.8,0.0,920.2,0.3937,11.0,0.0,171.0,0.0174,0.6,0.0,908.8,0.4675,9.6,0.0,0.9635,0.1673,1.4653,6411.6504,6411.6504,6411.6504,0.85,0.87,0.86,1.0,4267.77,T0:5次,20.0,44.0,687.4,0.0015,7.4,0.0,656.4,0.0091,3.2,0.0,656.2,0.0009,8.2,0.0,861.2,0.0225,8.0,0.0,212.6,0.0003,0.4,0.0,926.2,0.0355,10.4,0.0,0.0697,0.7213,1.3164
9-7-5-5-(0),9,7,5,5,7116.6324,7590.1579,7220.8375,1.87,1.91,1.88,1.2,4805.89,"T2:4次,T3:1次",15.8,44.0,508.6,0.0162,17.4,4.8,539.4,0.0044,25.8,4.4,473.0,0.002,12.2,1.2,479.0,0.012,8.8,2.2,940.8,0.2544,32.6,6.6,147.8,0.0491,1.8,0.4,911.4,0.3612,29.8,5.6,0.7213,0.7824,4.2925,7164.1327,7164.1327,7164.1327,0.86,0.86,0.86,1.0,4769.42,T0:5次,16.0,44.0,665.4,0.0014,21.2,1.8,692.0,0.0062,6.4,3.2,642.6,0.0054,17.0,1.0,918.4,0.0409,22.2,3.6,184.6,0.0002,1.8,0.4,897.0,0.0598,20.6,2.0,0.1139,0.6038,1.1752
9-7-5-5-(1),9,7,5,5,5518.4132,5518.4132,5518.4132,1.05,1.07,1.06,1.0,3672.28,"T0:2次,T1:1次,T2:1次,T3:1次",16.0,44.0,501.4,0.0024,11.0,1.4,484.8,0.0172,7.4,2.0,481.4,0.0019,11.2,1.8,532.4,0.0043,15.2,4.4,920.0,0.1515,19.8,4.6,131.0,0.0267,0.0,0.0,949.0,0.1731,25.0,5.0,0.3878,0.6969,1.6482,5534.9992,5538.9029,5536.3185,1.84,2.58,2.36,1.0,3684.21,"T1:2次,T2:2次,T3:1次",11.8,44.0,656.6,0.0019,30.6,4.6,708.8,0.0361,33.0,4.2,634.6,0.016,25.2,6.2,898.4,0.0638,40.8,6.8,158.4,0.0003,2.8,2.0,943.2,0.2978,45.2,6.2,0.4159,5.2171,1.3732
9-7-5-5-(2),9,7,5,5,5881.3203,5881.3203,5881.3203,1.03,1.09,1.05,1.0,3914.21,T0:5次,20.0,44.0,498.2,0.0024,4.0,0.0,500.4,0.0067,1.6,0.0,499.0,0.002,3.4,0.0,502.4,0.0068,4.0,0.0,927.6,0.2338,6.0,0.0,125.0,0.0098,0.8,0.0,947.4,0.1868,6.2,0.0,0.4693,0.5574,1.6907,5881.3203,5881.3203,5881.3203,0.84,0.89,0.86,1.0,3914.21,T0:5次,20.0,44.0,668.6,0.003,13.8,0.0,687.4,0.0129,17.0,0.0,644.0,0.0039,17.4,0.0,887.8,0.0706,22.2,0.0,187.6,0.0002,0.4,0.0,924.6,0.0521,25.6,0.0,0.1426,0.6806,1.2308
