算例名,节点数,边数,无人机数,基站编号,ALNS_PSO_目标函数_最小值,ALNS_PSO_目标函数_最大值,ALNS_PSO_目标函数_均值,ALNS_PSO_求解时间_最小(s),ALNS_PSO_求解时间_最大(s),ALNS_PSO_求解时间_均值(s),ALNS_PSO_实际使用无人机数_均值,ALNS_PSO_总飞行距离_均值(m),ALNS_PSO_最优线程ID分布,ALNS_PSO_公共池拉取次数_均值,ALNS_PSO_推入公共池次数_均值,ALNS_PSO_破坏_random_调用次数_均值,ALNS_PSO_破坏_random_耗时_均值(s),ALNS_PSO_破坏_random_改进当前解_均值,ALNS_PSO_破坏_random_改进最优解_均值,ALNS_PSO_破坏_worst_调用次数_均值,ALNS_PSO_破坏_worst_耗时_均值(s),ALNS_PSO_破坏_worst_改进当前解_均值,ALNS_PSO_破坏_worst_改进最优解_均值,ALNS_PSO_破坏_route_调用次数_均值,ALNS_PSO_破坏_route_耗时_均值(s),ALNS_PSO_破坏_route_改进当前解_均值,ALNS_PSO_破坏_route_改进最优解_均值,ALNS_PSO_破坏_bp_split_调用次数_均值,ALNS_PSO_破坏_bp_split_耗时_均值(s),ALNS_PSO_破坏_bp_split_改进当前解_均值,ALNS_PSO_破坏_bp_split_改进最优解_均值,ALNS_PSO_修复_greedy_调用次数_均值,ALNS_PSO_修复_greedy_耗时_均值(s),ALNS_PSO_修复_greedy_改进当前解_均值,ALNS_PSO_修复_greedy_改进最优解_均值,ALNS_PSO_修复_random_调用次数_均值,ALNS_PSO_修复_random_耗时_均值(s),ALNS_PSO_修复_random_改进当前解_均值,ALNS_PSO_修复_random_改进最优解_均值,ALNS_PSO_修复_bp_aware_调用次数_均值,ALNS_PSO_修复_bp_aware_耗时_均值(s),ALNS_PSO_修复_bp_aware_改进当前解_均值,ALNS_PSO_修复_bp_aware_改进最优解_均值,ALNS_PSO_模块耗时_DR均值(s),ALNS_PSO_模块耗时_LS均值(s),ALNS_PSO_模块耗时_PSO均值(s),GiantRoute_目标函数_最小值,GiantRoute_目标函数_最大值,GiantRoute_目标函数_均值,GiantRoute_求解时间_最小(s),GiantRoute_求解时间_最大(s),GiantRoute_求解时间_均值(s),GiantRoute_实际使用无人机数_均值,GiantRoute_总飞行距离_均值(m),GiantRoute_最优线程ID分布,GiantRoute_公共池拉取次数_均值,GiantRoute_推入公共池次数_均值,GiantRoute_破坏_random_调用次数_均值,GiantRoute_破坏_random_耗时_均值(s),GiantRoute_破坏_random_改进当前解_均值,GiantRoute_破坏_random_改进最优解_均值,GiantRoute_破坏_worst_调用次数_均值,GiantRoute_破坏_worst_耗时_均值(s),GiantRoute_破坏_worst_改进当前解_均值,GiantRoute_破坏_worst_改进最优解_均值,GiantRoute_破坏_segment_调用次数_均值,GiantRoute_破坏_segment_耗时_均值(s),GiantRoute_破坏_segment_改进当前解_均值,GiantRoute_破坏_segment_改进最优解_均值,GiantRoute_修复_greedy_调用次数_均值,GiantRoute_修复_greedy_耗时_均值(s),GiantRoute_修复_greedy_改进当前解_均值,GiantRoute_修复_greedy_改进最优解_均值,GiantRoute_修复_random_调用次数_均值,GiantRoute_修复_random_耗时_均值(s),GiantRoute_修复_random_改进当前解_均值,GiantRoute_修复_random_改进最优解_均值,GiantRoute_修复_regret_调用次数_均值,GiantRoute_修复_regret_耗时_均值(s),GiantRoute_修复_regret_改进当前解_均值,GiantRoute_修复_regret_改进最优解_均值,GiantRoute_模块耗时_DR均值(s),GiantRoute_模块耗时_LS均值(s),GiantRoute_模块耗时_PSO均值(s)
21-27-2-1-(GZ_Tianhe),21,27,2,1,14994.1422,14994.1422,14994.1422,3.44,4.57,4.05,1.0,9989.43,"T0:1次,T1:1次,T2:1次",3.0,11.0,113.0,0.0011,19.67,3.0,124.0,0.0061,34.67,5.0,133.33,0.0027,26.0,7.0,114.67,0.0014,16.33,3.0,224.0,1.2857,55.67,10.33,57.33,0.2862,0.0,0.0,203.67,1.1748,41.0,7.67,2.7625,2.1365,2.92,14994.1422,14994.1422,14994.1422,0.37,0.49,0.43,1.0,9989.43,T1:3次,3.0,12.67,171.33,0.0002,33.67,6.33,165.33,0.0004,34.0,5.33,179.0,0.0001,40.33,8.67,195.33,0.0012,35.67,7.33,72.0,0.0,2.0,1.33,248.33,0.011,70.33,11.67,0.0131,0.6471,0.0582
21-27-2-2-(GZ_Tianhe),21,27,2,2,15611.4574,15611.4574,15611.4574,3.2,4.1,3.56,1.0,10400.97,T2:3次,3.0,10.67,105.67,0.0053,17.33,3.33,133.33,0.0067,37.33,6.0,114.33,0.0006,15.67,4.33,107.33,0.0013,18.0,3.33,224.33,1.2763,50.33,11.33,53.33,0.281,0.0,0.0,183.0,1.0668,38.0,5.67,2.6438,1.9787,2.586,15611.4574,15611.4574,15611.4574,0.22,0.47,0.34,1.0,10400.97,"T0:2次,T2:1次",3.33,11.67,207.67,0.0003,52.33,6.33,146.0,0.0003,28.67,3.33,155.33,0.0001,21.33,4.0,195.33,0.0013,40.33,4.33,59.67,0.0,0.33,0.0,254.0,0.0117,61.67,9.33,0.0137,0.6286,0.0588
21-27-2-3-(GZ_Tianhe),21,27,2,3,15168.3273,15168.3273,15168.3273,3.88,4.68,4.22,1.0,10105.55,"T1:1次,T2:2次",3.0,13.0,130.33,0.0011,18.33,3.0,158.67,0.007,43.33,7.33,124.33,0.0088,19.67,6.33,148.67,0.0016,27.0,8.33,275.33,1.5311,63.0,14.33,57.67,0.3151,0.0,0.0,229.0,1.2575,45.33,10.67,3.1238,2.5386,3.3594,15168.3273,15168.3273,15168.3273,2.92,3.2,3.03,1.0,10105.55,"T1:2次,T2:1次",3.33,13.67,185.33,0.0003,42.33,8.33,195.33,0.0005,53.0,8.0,191.33,0.0001,44.0,9.33,227.67,0.0025,51.0,10.0,58.0,0.0001,1.0,1.0,286.33,0.0292,87.33,14.67,0.0327,4.395,0.0869
21-27-2-4-(GZ_Tianhe),21,27,2,4,15160.8246,15160.8246,15160.8246,3.71,4.46,4.19,1.0,10100.55,"T0:1次,T1:2次",3.0,12.33,127.67,0.0012,17.67,5.0,167.0,0.003,42.67,7.67,128.67,0.0006,21.67,5.33,131.0,0.0015,19.33,3.67,242.67,1.3242,46.33,10.33,53.0,0.2932,0.0,0.0,258.67,1.4832,55.0,11.33,3.1085,2.3759,3.4202,14942.8573,14942.8573,14942.8573,0.96,3.83,2.87,1.0,9955.24,T0:3次,3.33,14.67,219.33,0.0004,49.33,10.33,233.67,0.0006,60.33,9.0,197.0,0.0001,33.67,6.67,261.0,0.0027,59.0,10.67,83.0,0.0001,3.0,1.67,306.0,0.0293,81.33,13.67,0.0332,5.7095,0.0931
21-27-2-5-(GZ_Tianhe),21,27,2,5,14369.4626,14369.4626,14369.4626,3.72,4.66,4.19,1.0,9572.98,"T0:1次,T1:1次,T2:1次",3.0,12.67,113.67,0.001,11.67,2.33,192.67,0.0117,58.0,9.0,126.0,0.0047,14.67,2.67,137.33,0.0015,18.67,3.67,265.67,1.3778,53.0,8.33,54.33,0.3162,0.0,0.0,249.67,1.3989,50.0,9.33,3.1157,2.377,3.1308,14369.4626,14369.4626,14369.4626,0.22,0.5,0.36,1.0,9572.98,"T0:2次,T2:1次",3.33,11.0,148.0,0.0002,24.0,2.67,167.67,0.0004,43.67,7.0,141.0,0.0001,21.0,3.33,201.0,0.0013,45.0,6.67,58.0,0.0,0.67,0.0,197.67,0.0083,43.0,6.33,0.0103,0.5964,0.0527
22-36-2-1-(SH_Renmin),22,36,2,1,13247.1171,13247.1171,13247.1171,7.72,8.72,8.33,1.0,8824.74,"T0:1次,T1:1次,T2:1次",3.0,13.67,139.0,0.0167,27.33,4.67,185.0,0.0131,70.67,12.33,126.33,0.0008,29.33,5.33,131.67,0.0024,25.33,5.67,267.67,3.5334,77.33,14.0,53.67,0.678,0.0,0.0,260.67,3.4515,75.33,14.0,7.7068,5.8004,5.7214,13247.1171,13247.1171,13247.1171,3.96,4.88,4.51,1.0,8824.74,"T0:1次,T1:2次",3.67,13.33,177.67,0.0004,41.33,4.0,212.67,0.0007,67.33,8.33,190.33,0.0002,47.0,6.33,249.67,0.0035,67.67,7.33,63.0,0.0001,2.33,0.33,268.0,0.0416,85.67,11.0,0.0465,7.4225,0.1268
22-36-2-2-(SH_Renmin),22,36,2,2,13106.2436,13106.2436,13106.2436,6.55,9.02,8.1,1.0,8730.83,"T1:2次,T2:1次",3.0,12.67,124.67,0.0019,28.0,4.67,192.67,0.0048,79.67,10.33,127.0,0.005,21.0,5.33,124.0,0.0021,23.0,4.0,261.67,3.2538,76.67,13.67,57.33,0.7394,0.0,0.0,249.33,3.2402,75.0,10.67,7.2494,5.4877,5.3836,13106.2436,13106.2436,13106.2436,15.0,18.69,17.34,1.0,8730.83,"T0:1次,T1:2次",3.33,15.33,223.67,0.0005,71.33,10.0,253.0,0.001,87.0,15.67,180.33,0.0001,39.33,5.67,262.0,0.0057,74.67,10.33,64.33,0.0001,1.33,0.67,330.67,0.09,121.67,20.33,0.0974,33.0762,0.1782
22-36-2-3-(SH_Renmin),22,36,2,3,14002.1396,14021.1987,14008.4926,6.13,8.4,7.44,1.0,9332.33,"T1:2次,T2:1次",3.0,12.0,107.0,0.0013,22.67,2.67,177.33,0.008,78.33,10.67,136.33,0.0008,32.33,8.33,107.0,0.0016,19.67,2.33,233.67,2.8582,71.33,10.33,51.67,0.6231,0.0,0.0,242.33,3.0771,81.67,13.67,6.5741,5.0397,4.9083,13942.4974,14002.1396,13963.0516,3.0,6.95,4.98,1.0,9302.03,T1:3次,3.67,15.33,224.0,0.0004,56.33,4.67,267.0,0.0008,88.67,9.33,203.0,0.0002,42.67,7.67,286.67,0.0042,75.33,8.67,85.33,0.0001,3.33,1.0,322.0,0.0481,109.0,12.0,0.0538,8.3613,0.1559
22-36-2-4-(SH_Renmin),22,36,2,4,13306.004,13306.004,13306.004,7.08,12.69,9.35,1.0,8864.0,"T0:1次,T1:1次,T2:1次",3.0,15.67,156.33,0.0018,30.33,5.0,213.67,0.0341,77.0,10.0,153.0,0.005,36.0,6.0,169.0,0.0067,35.0,7.67,318.67,3.9063,88.33,14.33,56.67,0.6675,0.0,0.0,316.67,4.0522,90.0,14.33,8.6942,6.7495,6.6774,13306.004,13306.004,13306.004,1.42,5.01,3.57,1.0,8864.0,T0:3次,3.67,14.67,199.67,0.0004,52.67,4.67,218.33,0.0007,66.33,7.33,197.0,0.0001,43.33,6.67,268.33,0.0034,66.33,8.0,69.0,0.0001,2.33,1.33,277.67,0.0347,93.67,9.33,0.0394,5.3796,0.1351
22-36-2-5-(SH_Renmin),22,36,2,5,12454.9574,12454.9574,12454.9574,7.49,7.88,7.64,1.0,8296.64,"T0:2次,T2:1次",3.0,12.0,126.0,0.0015,24.67,5.0,166.33,0.0039,59.0,7.0,126.67,0.0007,23.67,4.67,120.33,0.0018,19.67,1.0,252.0,3.0337,66.33,11.0,53.67,0.6161,0.0,0.0,233.67,2.7899,60.67,6.67,6.4539,4.7434,4.6842,12454.9574,12454.9574,12454.9574,1.7,1.79,1.75,1.0,8296.64,"T0:2次,T2:1次",3.0,12.0,160.33,0.0003,37.33,4.33,166.33,0.0005,43.67,5.0,165.0,0.0001,39.0,5.67,204.67,0.0025,51.33,6.67,65.0,0.0,1.67,1.0,222.0,0.0273,67.0,7.33,0.0308,3.521,0.1049
23-34-2-1-(CD_Tianfu),23,34,2,1,13072.9346,13072.9346,13072.9346,6.06,7.92,6.98,1.0,8708.62,"T0:1次,T1:2次",3.0,12.33,121.0,0.0065,21.0,2.0,210.33,0.0137,73.0,10.33,111.33,0.0052,16.67,3.67,114.33,0.0018,20.67,2.0,254.0,2.7246,68.67,10.33,61.0,0.6433,0.0,0.0,242.0,2.6409,62.67,7.67,6.0429,4.6207,4.8696,13072.9346,13121.8491,13105.5443,6.57,12.03,9.52,1.0,8730.36,"T1:2次,T2:1次",3.33,19.0,320.67,0.0007,82.0,7.33,326.0,0.0011,103.33,6.33,206.0,0.0002,33.67,2.67,360.0,0.0064,83.33,5.67,68.67,0.0001,1.0,0.0,424.0,0.0847,134.67,10.67,0.0931,23.3184,0.1972
23-34-2-2-(CD_Tianfu),23,34,2,2,13025.1229,13025.1229,13025.1229,5.81,7.81,6.89,1.0,8676.75,"T0:1次,T1:1次,T2:1次",3.0,12.67,126.0,0.0014,25.0,3.67,169.67,0.0038,71.33,7.0,134.0,0.0007,24.33,5.0,125.67,0.0019,29.67,3.33,240.67,2.3959,68.0,9.67,57.33,0.632,0.67,0.0,257.33,2.4381,81.67,9.33,5.4757,4.0174,4.262,13030.9548,13046.0118,13037.5556,2.47,4.2,3.49,1.0,8685.04,"T0:1次,T1:1次,T2:1次",4.0,18.33,293.0,0.0006,70.0,4.67,275.67,0.0009,82.67,2.67,254.67,0.0002,54.67,4.67,372.67,0.0048,96.33,4.33,64.33,0.0001,1.33,0.33,386.33,0.0473,109.67,7.33,0.0539,7.0888,0.1708
23-34-2-3-(CD_Tianfu),23,34,2,3,12972.5847,12972.5847,12972.5847,7.36,11.14,8.97,1.0,8641.72,"T0:1次,T2:2次",3.0,16.67,168.33,0.0048,32.67,4.0,261.33,0.0113,104.67,17.33,151.67,0.0035,25.33,3.33,165.0,0.003,31.0,3.33,361.33,3.5433,100.33,17.67,56.0,0.5869,0.33,0.0,329.0,3.5227,93.0,10.33,7.6784,6.055,6.2609,12982.3723,13022.56,13000.443,1.68,4.29,2.74,1.0,8660.3,"T0:2次,T1:1次",3.33,16.33,244.33,0.0005,62.33,4.0,270.33,0.0009,83.67,8.67,202.0,0.0002,41.67,4.33,290.33,0.0035,68.67,6.33,59.33,0.0,1.67,0.67,367.0,0.039,117.33,10.0,0.044,4.6251,0.1353
23-34-2-4-(CD_Tianfu),23,34,2,4,12970.1312,12970.1312,12970.1312,6.39,8.22,7.41,1.0,8640.09,"T0:1次,T1:2次",3.0,13.33,128.67,0.0068,18.0,3.67,192.67,0.0046,75.67,9.67,125.33,0.0008,22.0,5.0,137.67,0.0074,27.0,5.0,260.67,2.5322,71.67,11.0,59.67,0.7048,0.0,0.0,264.0,2.7104,71.0,12.33,5.9693,4.7268,5.1053,12976.0807,12979.9189,12978.3836,4.71,6.7,5.61,1.0,8645.59,"T0:1次,T1:2次",3.67,21.0,343.67,0.0006,90.33,5.67,324.0,0.001,87.0,8.0,270.0,0.0002,55.33,5.67,418.33,0.0059,104.67,10.33,83.33,0.0001,2.67,0.67,436.0,0.0645,125.33,8.33,0.0723,9.9489,0.195
23-34-2-5-(CD_Tianfu),23,34,2,5,12324.9946,12324.9946,12324.9946,5.87,6.92,6.29,1.0,8210.0,"T0:1次,T1:2次",3.0,10.67,101.33,0.0013,19.67,3.33,148.33,0.0034,55.67,10.0,105.33,0.0006,24.33,3.67,118.33,0.0019,25.67,5.0,218.67,2.399,63.0,12.67,56.67,0.6765,0.0,0.0,198.0,2.0969,62.33,9.33,5.1864,3.8021,4.3086,12339.6213,12346.2184,12343.4988,3.32,7.32,5.82,1.0,8222.33,"T1:1次,T2:2次",4.67,19.67,290.33,0.0005,77.33,5.33,359.67,0.0011,105.67,10.33,217.0,0.0002,38.67,5.0,380.33,0.0059,93.0,9.33,64.33,0.0001,1.67,0.33,422.33,0.0669,127.0,11.0,0.0745,10.7927,0.1931
24-37-2-1-(SZ_Nanshan),24,37,2,1,16096.5957,16096.5957,16096.5957,8.88,9.57,9.21,1.0,10724.4,"T1:1次,T2:2次",3.0,13.67,144.33,0.0131,31.0,2.67,223.33,0.0079,92.67,13.0,107.0,0.0007,16.67,3.67,135.67,0.0021,30.33,3.33,270.33,3.3758,86.67,11.33,61.33,0.7937,0.0,0.0,278.67,3.6539,84.0,11.33,7.8571,5.8911,5.9927,16096.5957,16096.5957,16096.5957,3.77,4.8,4.37,1.0,10724.4,"T0:1次,T1:2次",4.33,16.67,237.67,0.0004,62.33,4.0,226.33,0.0007,56.33,3.0,256.0,0.0002,61.0,5.0,291.33,0.0042,61.0,5.33,67.0,0.0001,2.0,0.67,361.67,0.0517,116.67,6.0,0.0573,8.1938,0.1644
24-37-2-2-(SZ_Nanshan),24,37,2,2,16082.7527,16082.7527,16082.7527,8.5,10.56,9.32,1.0,10715.17,"T1:2次,T2:1次",3.0,14.33,151.67,0.0183,40.0,7.33,200.33,0.0248,87.0,12.33,141.0,0.0008,31.33,3.67,135.33,0.0045,34.67,3.0,288.33,3.6414,95.67,14.33,62.0,0.7857,0.0,0.0,278.0,3.614,97.33,12.0,8.0988,6.1634,6.2617,16082.7527,16082.7527,16082.7527,20.0,23.79,22.04,1.0,10715.17,"T1:1次,T2:2次",4.33,23.33,369.67,0.0008,109.33,9.67,338.33,0.0013,91.33,6.0,340.33,0.0003,80.33,10.0,401.33,0.0086,89.67,8.33,77.0,0.0001,1.33,0.0,570.0,0.1518,190.0,17.33,0.1629,47.6854,0.2936
24-37-2-3-(SZ_Nanshan),24,37,2,3,16111.8601,16111.8601,16111.8601,8.04,12.36,10.39,1.0,10734.57,"T0:2次,T1:1次",3.0,16.0,158.33,0.0069,34.33,3.0,225.0,0.0104,94.33,11.0,172.67,0.001,49.67,5.67,153.0,0.0065,31.67,4.0,309.33,3.9599,100.67,9.0,57.33,0.7316,0.33,0.0,342.33,4.6636,109.0,14.67,9.3825,7.2695,7.1899,16111.8601,16111.8601,16111.8601,1.78,6.05,3.38,1.0,10734.57,"T0:2次,T2:1次",4.33,21.0,303.33,0.0005,72.33,6.67,324.33,0.0009,70.33,7.33,305.33,0.0002,71.0,7.33,366.33,0.0044,72.67,8.67,85.0,0.0001,1.67,0.67,481.67,0.0575,139.33,12.0,0.0637,7.6109,0.1985
24-37-2-4-(SZ_Nanshan),24,37,2,4,15890.0466,15890.0466,15890.0466,7.03,10.49,8.52,1.0,10586.7,"T0:1次,T1:1次,T2:1次",3.0,12.33,118.67,0.0016,22.0,3.33,175.0,0.0093,72.33,7.0,136.0,0.0008,29.0,3.33,131.0,0.0059,28.67,3.67,233.67,3.0774,67.33,6.0,60.0,0.8503,0.0,0.0,267.0,3.5524,84.67,11.33,7.5,5.5751,5.6115,15890.0466,15922.1012,15903.0405,15.09,21.37,18.4,1.0,10595.36,"T1:2次,T2:1次",4.67,16.67,269.67,0.0006,75.33,7.67,255.67,0.001,76.0,6.0,221.67,0.0002,51.0,3.67,292.67,0.0065,61.33,5.33,58.67,0.0001,1.33,0.33,395.67,0.1039,139.67,11.67,0.1122,30.2215,0.2064
24-37-2-5-(SZ_Nanshan),24,37,2,5,15552.5989,15560.8555,15555.3511,7.68,8.91,8.38,1.0,10363.57,"T0:1次,T2:2次",3.0,12.67,133.0,0.0114,32.33,3.67,162.33,0.0189,75.67,8.33,128.0,0.0007,36.0,2.67,126.33,0.0019,33.33,4.67,247.0,3.0636,91.33,8.67,56.0,0.8265,0.67,0.0,246.67,3.0604,85.33,10.67,6.993,5.2833,5.2423,15552.5989,15565.6327,15560.4482,3.67,4.73,4.14,1.0,10366.97,"T1:2次,T2:1次",4.67,17.33,293.33,0.0005,78.67,6.33,238.0,0.0007,58.33,3.0,225.33,0.0002,59.0,4.33,333.67,0.0045,80.0,7.0,63.33,0.0001,1.33,1.0,359.67,0.05,114.67,5.67,0.0559,7.5362,0.1697
26-38-2-1-(GZ_Panyu),26,38,2,1,19515.7286,19515.7286,19515.7286,7.74,9.26,8.6,1.0,13003.82,"T0:1次,T1:2次",3.0,12.67,126.0,0.0067,28.0,4.67,171.0,0.0042,61.67,11.33,127.33,0.0007,23.33,5.67,102.67,0.0067,18.0,3.0,230.67,3.4344,59.33,12.0,55.67,0.7925,0.0,0.0,240.67,3.4553,71.67,12.67,7.7077,5.8637,5.7044,19473.2764,19473.5766,19473.4694,1.18,1.71,1.47,1.0,12975.65,"T0:2次,T1:1次",4.33,15.67,213.33,0.0004,40.67,4.67,272.0,0.0008,77.0,8.0,198.33,0.0001,37.0,5.33,287.67,0.0032,67.67,6.67,52.67,0.0,0.0,0.0,343.33,0.0346,87.0,11.33,0.0392,3.0378,0.1469
26-38-2-2-(GZ_Panyu),26,38,2,2,19504.0606,19504.0606,19504.0606,6.35,6.8,6.61,1.0,12996.04,"T0:2次,T2:1次",3.0,9.33,94.0,0.0055,15.0,1.33,114.0,0.0028,45.33,3.33,80.33,0.0005,11.33,0.0,98.67,0.0066,13.67,1.33,154.0,2.213,41.67,2.67,54.33,0.8613,0.33,0.0,178.67,2.5458,43.33,3.33,5.637,4.0988,3.9247,19504.0606,19504.0606,19504.0606,3.35,4.84,4.14,1.0,12996.04,T2:3次,3.0,10.33,140.67,0.0003,34.0,1.33,163.0,0.0005,45.33,2.33,113.0,0.0001,18.33,1.0,162.67,0.0027,38.0,2.0,59.67,0.0001,1.0,0.33,194.33,0.0376,58.67,2.33,0.0413,6.0779,0.1016
26-38-2-3-(GZ_Panyu),26,38,2,3,19910.8181,19910.8181,19910.8181,7.73,9.67,8.84,1.0,13267.21,"T0:1次,T2:2次",3.0,12.67,127.0,0.0014,25.67,5.0,168.33,0.0165,64.67,11.67,124.67,0.0007,20.33,6.0,130.33,0.0117,22.33,3.33,243.0,3.2734,65.0,14.33,58.67,0.8147,0.0,0.0,248.67,3.5107,68.0,11.67,7.6385,5.7423,5.5445,19910.8181,19910.8181,19910.8181,1.35,7.82,3.65,1.0,13267.21,"T0:2次,T2:1次",4.67,15.0,222.33,0.0004,52.67,6.33,223.33,0.0007,64.0,6.67,221.0,0.0002,44.0,7.67,288.0,0.0037,76.33,8.33,59.0,0.0,0.33,0.33,319.67,0.0441,84.0,12.0,0.0492,5.9467,0.1479
26-38-2-4-(GZ_Panyu),26,38,2,4,19972.2495,19972.2495,19972.2495,7.75,8.96,8.38,1.0,13308.17,T0:3次,3.0,11.67,116.0,0.0065,24.33,3.33,170.33,0.0091,65.0,12.0,111.0,0.0006,18.0,4.33,118.0,0.0095,22.0,4.0,236.33,3.3261,68.33,12.0,52.67,0.7826,0.0,0.0,226.33,3.0195,61.0,11.67,7.1635,5.4586,5.3127,19972.2495,19972.2495,19972.2495,4.17,4.75,4.5,1.0,13308.17,"T1:2次,T2:1次",3.33,14.33,215.33,0.0004,58.67,8.67,219.67,0.0007,69.0,9.67,189.0,0.0002,38.33,7.33,276.67,0.0043,77.0,13.67,60.0,0.0001,0.0,0.0,287.33,0.0477,89.0,12.0,0.0533,7.4623,0.1468
26-38-2-5-(GZ_Panyu),26,38,2,5,19310.392,19310.392,19310.392,7.28,10.01,8.29,1.0,12866.93,"T0:1次,T1:2次",3.0,11.33,112.33,0.0013,17.0,1.0,161.33,0.0085,61.0,5.0,113.0,0.0006,14.33,2.33,121.0,0.0019,22.0,1.67,229.33,3.0847,58.0,5.0,53.33,0.8196,0.67,0.0,225.0,3.0927,55.67,5.0,7.0159,5.5482,5.1479,19310.392,19500.8692,19373.8844,1.84,4.06,2.6,1.0,12909.26,"T0:1次,T2:2次",4.0,15.67,223.0,0.0004,41.0,1.33,253.67,0.0007,67.0,2.67,198.33,0.0001,34.33,2.0,227.67,0.0028,36.67,1.33,80.33,0.0001,1.67,0.0,367.0,0.0418,104.0,4.67,0.0459,4.7234,0.1452
28-36-2-1-(CD_Gaoxin),28,36,2,1,22846.3539,23416.2466,23036.3181,5.31,7.54,6.52,1.0,15350.88,"T0:1次,T1:2次",3.0,10.67,114.33,0.0038,28.0,5.33,143.67,0.0208,59.33,8.67,93.67,0.0005,16.0,3.33,104.67,0.0016,21.0,3.67,190.0,2.2838,61.67,9.67,56.67,0.7289,0.0,0.0,209.67,2.5324,62.67,11.33,5.5735,4.1676,3.9751,22846.3539,22851.1455,22847.9511,1.9,4.64,2.92,1.0,15225.3,T1:3次,3.67,17.67,240.33,0.0005,55.67,6.67,278.67,0.0008,75.67,10.33,255.0,0.0002,56.33,8.0,284.0,0.0035,57.0,8.0,54.67,0.0,0.0,0.0,435.33,0.0528,130.67,17.0,0.0578,5.2869,0.1666
28-36-2-2-(CD_Gaoxin),28,36,2,2,24343.2695,24866.3281,24519.2195,7.74,8.25,8.02,1.0,16339.48,"T0:1次,T2:2次",3.0,12.67,129.0,0.0142,29.67,5.33,157.67,0.0063,65.33,11.0,129.33,0.0008,33.0,5.33,151.33,0.0024,33.67,8.0,287.67,3.4919,97.67,17.67,48.0,0.5911,0.0,0.0,231.67,2.8041,64.0,12.0,6.9129,5.3048,5.2911,24343.2695,24343.2695,24343.2695,1.39,3.65,2.46,1.0,16222.18,"T1:2次,T2:1次",4.0,15.33,215.33,0.0004,56.33,4.67,231.33,0.0006,53.67,6.67,224.67,0.0001,59.67,7.0,257.67,0.0028,55.67,5.67,66.67,0.0001,2.0,0.33,347.0,0.0348,112.0,12.33,0.0388,4.2976,0.1325
28-36-2-3-(CD_Gaoxin),28,36,2,3,23211.276,23211.276,23211.276,6.3,9.2,8.14,1.0,15467.52,T0:3次,3.0,13.0,132.33,0.0022,30.0,7.0,159.67,0.0042,65.33,9.33,139.0,0.0031,36.0,7.67,122.0,0.0065,22.67,3.33,252.0,2.9796,75.33,13.33,60.67,0.785,0.0,0.0,240.33,2.9019,78.67,14.0,6.6906,5.1445,5.1876,23211.276,23211.276,23211.276,1.26,7.41,3.91,1.0,15467.52,"T0:2次,T1:1次",4.33,17.0,235.33,0.0004,61.0,4.0,223.67,0.0007,54.67,6.0,268.0,0.0002,73.33,10.67,284.33,0.0033,56.0,8.33,56.33,0.0,0.33,0.33,386.33,0.0426,132.67,12.0,0.0473,6.4984,0.1496
28-36-2-4-(CD_Gaoxin),28,36,2,4,22772.8872,22844.2804,22796.6849,7.68,9.56,8.51,1.0,15191.12,"T0:1次,T1:1次,T2:1次",3.0,13.0,130.0,0.0059,24.0,4.67,191.0,0.0133,79.67,12.0,136.67,0.001,27.0,7.67,137.0,0.0145,31.67,5.67,274.33,3.2256,84.33,17.0,58.0,0.7149,0.0,0.0,262.33,3.1959,78.0,13.0,7.1796,5.5112,5.4019,22772.8872,22792.1487,22779.3077,1.49,3.15,2.21,1.0,15179.54,"T0:2次,T1:1次",5.0,16.67,237.0,0.0004,56.33,5.0,238.33,0.0007,60.33,5.0,246.33,0.0002,59.33,7.67,284.33,0.0032,59.67,8.33,74.33,0.0001,2.33,0.33,363.0,0.0387,114.0,9.0,0.0433,4.7822,0.1486
28-36-2-5-(CD_Gaoxin),28,36,2,5,22586.8552,22586.8552,22586.8552,6.32,9.95,8.23,1.0,15051.24,"T0:1次,T1:1次,T2:1次",3.0,13.0,129.33,0.0021,21.67,3.0,185.33,0.0126,81.0,9.33,119.33,0.0009,23.0,4.0,127.33,0.0044,30.67,5.0,253.0,3.4292,73.0,11.67,49.0,0.6322,0.0,0.0,259.33,3.4665,83.33,9.67,7.5503,5.7225,5.802,22586.8552,22631.7387,22601.8164,1.25,2.43,1.78,1.0,15061.21,"T0:2次,T2:1次",4.0,12.67,212.67,0.0004,54.33,5.33,149.0,0.0005,33.67,2.0,183.33,0.0001,42.33,3.0,229.67,0.0024,53.0,5.0,66.33,0.0001,1.0,0.67,249.0,0.0241,76.33,4.67,0.0276,3.1794,0.1067
