算例名,节点数,边数,无人机数,基站编号,ALNS_PSO_目标函数_最小值,ALNS_PSO_目标函数_最大值,ALNS_PSO_目标函数_均值,ALNS_PSO_求解时间_最小(s),ALNS_PSO_求解时间_最大(s),ALNS_PSO_求解时间_均值(s),ALNS_PSO_实际使用无人机数_均值,ALNS_PSO_总飞行距离_均值(m),ALNS_PSO_最优线程ID分布,ALNS_PSO_公共池拉取次数_均值,ALNS_PSO_推入公共池次数_均值,ALNS_PSO_破坏_random_调用次数_均值,ALNS_PSO_破坏_random_耗时_均值(s),ALNS_PSO_破坏_random_改进当前解_均值,ALNS_PSO_破坏_random_改进最优解_均值,ALNS_PSO_破坏_worst_调用次数_均值,ALNS_PSO_破坏_worst_耗时_均值(s),ALNS_PSO_破坏_worst_改进当前解_均值,ALNS_PSO_破坏_worst_改进最优解_均值,ALNS_PSO_破坏_route_调用次数_均值,ALNS_PSO_破坏_route_耗时_均值(s),ALNS_PSO_破坏_route_改进当前解_均值,ALNS_PSO_破坏_route_改进最优解_均值,ALNS_PSO_破坏_bp_split_调用次数_均值,ALNS_PSO_破坏_bp_split_耗时_均值(s),ALNS_PSO_破坏_bp_split_改进当前解_均值,ALNS_PSO_破坏_bp_split_改进最优解_均值,ALNS_PSO_修复_greedy_调用次数_均值,ALNS_PSO_修复_greedy_耗时_均值(s),ALNS_PSO_修复_greedy_改进当前解_均值,ALNS_PSO_修复_greedy_改进最优解_均值,ALNS_PSO_修复_random_调用次数_均值,ALNS_PSO_修复_random_耗时_均值(s),ALNS_PSO_修复_random_改进当前解_均值,ALNS_PSO_修复_random_改进最优解_均值,ALNS_PSO_修复_bp_aware_调用次数_均值,ALNS_PSO_修复_bp_aware_耗时_均值(s),ALNS_PSO_修复_bp_aware_改进当前解_均值,ALNS_PSO_修复_bp_aware_改进最优解_均值,ALNS_PSO_模块耗时_DR均值(s),ALNS_PSO_模块耗时_LS均值(s),ALNS_PSO_模块耗时_PSO均值(s),GiantRoute_目标函数_最小值,GiantRoute_目标函数_最大值,GiantRoute_目标函数_均值,GiantRoute_求解时间_最小(s),GiantRoute_求解时间_最大(s),GiantRoute_求解时间_均值(s),GiantRoute_实际使用无人机数_均值,GiantRoute_总飞行距离_均值(m),GiantRoute_最优线程ID分布,GiantRoute_公共池拉取次数_均值,GiantRoute_推入公共池次数_均值,GiantRoute_破坏_random_调用次数_均值,GiantRoute_破坏_random_耗时_均值(s),GiantRoute_破坏_random_改进当前解_均值,GiantRoute_破坏_random_改进最优解_均值,GiantRoute_破坏_worst_调用次数_均值,GiantRoute_破坏_worst_耗时_均值(s),GiantRoute_破坏_worst_改进当前解_均值,GiantRoute_破坏_worst_改进最优解_均值,GiantRoute_破坏_segment_调用次数_均值,GiantRoute_破坏_segment_耗时_均值(s),GiantRoute_破坏_segment_改进当前解_均值,GiantRoute_破坏_segment_改进最优解_均值,GiantRoute_修复_greedy_调用次数_均值,GiantRoute_修复_greedy_耗时_均值(s),GiantRoute_修复_greedy_改进当前解_均值,GiantRoute_修复_greedy_改进最优解_均值,GiantRoute_修复_random_调用次数_均值,GiantRoute_修复_random_耗时_均值(s),GiantRoute_修复_random_改进当前解_均值,GiantRoute_修复_random_改进最优解_均值,GiantRoute_修复_regret_调用次数_均值,GiantRoute_修复_regret_耗时_均值(s),GiantRoute_修复_regret_改进当前解_均值,GiantRoute_修复_regret_改进最优解_均值,GiantRoute_模块耗时_DR均值(s),GiantRoute_模块耗时_LS均值(s),GiantRoute_模块耗时_PSO均值(s)
40-68-2-2-(CD_Longquanyi),40,68,2,2,33449.3024,33596.6795,33524.872,37.24,62.64,47.61,1.0,22343.25,"T0:1次,T1:2次",2.67,15.67,158.67,0.0213,39.67,3.33,256.67,0.0262,134.33,14.0,152.67,0.0014,37.33,5.33,131.0,0.0182,37.33,3.0,313.33,21.334,121.33,13.33,56.33,4.2574,0.0,0.0,329.33,23.5901,127.33,12.33,49.2613,36.4891,18.806,33449.3024,33449.3024,33449.3024,103.37,185.62,138.82,1.0,22292.87,"T0:2次,T1:1次",4.0,20.0,310.0,0.001,81.67,4.67,297.0,0.0017,85.33,5.67,284.67,0.0003,65.0,5.67,329.33,0.0146,63.33,6.0,80.67,0.0001,1.0,0.67,481.67,0.3979,167.67,9.33,0.4156,213.2343,0.6282
40-68-2-3-(CD_Longquanyi),40,68,2,3,33611.9915,33847.4786,33690.4872,35.05,56.8,45.96,1.0,22453.66,"T0:2次,T2:1次",3.0,15.0,133.0,0.0031,37.0,3.67,229.67,0.0257,118.67,18.67,142.33,0.0057,37.0,4.33,162.67,0.0071,40.0,5.33,304.67,23.7255,115.33,16.0,56.0,4.2898,0.0,0.0,307.0,24.0121,117.33,16.0,52.0828,38.2673,20.1328,33539.7686,33870.1954,33688.4542,257.83,621.59,459.43,1.0,22452.3,"T0:1次,T1:1次,T2:1次",5.33,20.67,334.67,0.0014,110.67,9.0,300.67,0.0022,89.67,6.67,302.33,0.0004,74.67,8.0,326.33,0.0227,65.33,6.0,98.33,0.0002,3.67,1.0,513.0,0.7497,206.0,16.67,0.7766,893.2486,0.8496
40-68-2-4-(CD_Longquanyi),40,68,2,4,33813.8279,33916.9677,33866.1468,33.41,53.89,40.49,1.0,22570.76,"T0:2次,T2:1次",3.0,12.67,128.0,0.0092,35.67,3.67,199.67,0.0195,94.67,10.33,116.33,0.0011,28.67,1.67,130.33,0.012,33.0,4.0,273.33,20.314,102.33,9.67,57.67,4.1497,1.0,0.33,243.33,17.9618,88.67,9.67,42.4815,30.6437,15.6507,33807.599,33916.9677,33863.5403,125.66,222.67,161.25,1.0,22569.03,"T0:1次,T1:1次,T2:1次",4.67,17.33,270.0,0.0011,79.67,4.0,267.67,0.0019,79.67,6.33,212.33,0.0003,51.67,4.0,267.33,0.0157,52.33,5.0,67.0,0.0001,1.33,0.0,415.67,0.7106,157.33,9.33,0.7297,327.3402,0.6249
40-68-2-5-(CD_Longquanyi),40,68,2,5,32804.9118,32952.2888,32854.0375,29.44,39.55,34.95,1.0,21896.02,"T1:2次,T2:1次",3.0,11.67,114.33,0.0109,30.0,2.33,164.33,0.0242,86.67,13.0,95.67,0.0009,27.0,2.33,104.0,0.0075,23.67,2.0,196.67,15.4587,77.33,7.33,52.0,3.7765,0.0,0.0,229.67,18.1684,90.0,12.33,37.4546,27.0062,13.9703,32804.9118,32921.5434,32847.2275,39.4,80.32,58.51,1.0,21891.49,"T0:1次,T2:2次",5.33,19.67,288.0,0.0008,81.67,3.0,330.33,0.0018,87.67,10.0,273.67,0.0003,64.0,4.67,284.0,0.0107,48.0,4.0,64.33,0.0001,0.67,0.33,543.67,0.3476,184.67,13.33,0.3612,111.97,0.5959
43-60-2-1-(SH_Minhang),43,60,2,1,37284.1145,37284.1145,37284.1145,18.07,29.21,24.02,1.0,24849.41,"T0:2次,T2:1次",3.0,11.33,116.0,0.0132,29.33,3.33,168.67,0.0069,78.0,7.67,69.0,0.0006,5.67,1.33,110.67,0.0072,25.33,3.33,217.0,11.6304,79.33,9.33,54.0,2.7737,0.0,0.0,193.33,9.8479,59.0,6.33,24.3015,17.5562,10.7284,37289.1286,37484.3498,37380.4661,197.2,306.48,237.5,1.0,24913.64,"T1:1次,T2:2次",4.67,23.33,402.0,0.0014,135.33,13.33,439.33,0.0026,165.33,20.33,211.67,0.0002,28.33,5.0,460.67,0.0251,133.67,17.67,72.67,0.0002,1.67,1.0,519.67,0.5867,193.67,20.0,0.6162,419.5965,0.7728
43-60-2-2-(SH_Minhang),43,60,2,2,37505.2205,37633.5807,37548.0072,25.37,36.66,30.58,1.0,25025.34,"T0:1次,T1:1次,T2:1次",3.0,14.0,139.33,0.0047,35.0,5.67,208.0,0.02,105.67,13.33,110.33,0.0029,19.0,2.67,158.67,0.0039,43.67,6.33,286.33,14.6595,103.0,14.67,56.0,2.7215,0.0,0.0,274.0,13.8119,100.33,13.33,31.2444,23.1818,14.121,37505.2205,37511.7294,37507.3901,148.45,180.28,163.37,1.0,24998.26,"T1:2次,T2:1次",3.67,20.67,363.0,0.0012,124.67,7.33,354.33,0.002,138.67,15.33,211.33,0.0002,41.0,5.33,384.33,0.0209,116.67,10.33,60.33,0.0001,1.33,0.0,484.0,0.4903,186.33,17.67,0.5148,307.7783,0.6561
43-60-2-3-(SH_Minhang),43,60,2,3,37169.2173,37226.4526,37202.5245,18.73,25.69,22.56,1.0,24795.02,T0:3次,3.0,10.67,106.33,0.0019,30.67,2.67,143.0,0.0128,66.0,8.0,81.33,0.0006,9.67,1.33,106.67,0.0024,28.67,3.0,193.67,10.2147,71.0,6.67,57.67,2.7722,0.0,0.0,186.0,9.6628,64.0,8.33,22.6695,16.107,9.2595,37169.2173,37169.2173,37169.2173,68.88,75.86,73.04,1.0,24772.81,"T0:1次,T1:1次,T2:1次",5.0,17.33,269.33,0.0007,81.67,8.0,310.0,0.0014,118.0,9.0,193.0,0.0002,34.0,4.0,310.33,0.0109,81.67,9.67,71.33,0.0001,2.67,0.67,390.67,0.2245,149.33,10.67,0.2378,114.182,0.4145
43-60-2-4-(SH_Minhang),43,60,2,4,37800.2457,37850.6464,37821.8504,21.29,33.0,26.94,1.0,25207.9,"T1:2次,T2:1次",3.0,12.67,118.67,0.0021,34.0,3.0,199.67,0.0292,106.0,13.67,104.67,0.0008,15.67,2.0,123.33,0.0154,37.0,3.67,268.33,13.7535,106.33,14.0,50.0,2.3989,0.0,0.0,228.0,12.1818,86.33,8.33,28.3871,20.0328,12.0692,37800.2457,38111.5479,37908.7331,146.49,236.26,185.72,1.0,25265.82,"T0:1次,T1:1次,T2:1次",3.67,17.67,311.0,0.0011,111.0,12.67,310.33,0.0019,118.67,13.33,158.33,0.0002,27.0,1.67,324.67,0.02,94.67,9.67,60.67,0.0001,0.67,0.0,394.33,0.498,161.33,18.0,0.5212,394.0196,0.6003
43-60-2-5-(SH_Minhang),43,60,2,5,36571.7348,36700.0951,36633.6,25.38,39.27,30.64,1.0,24415.73,"T0:1次,T1:1次,T2:1次",3.0,14.0,154.0,0.012,35.33,6.0,218.67,0.0156,107.67,16.33,93.0,0.0007,12.0,3.67,154.0,0.0036,39.33,8.67,275.33,14.0854,94.67,17.0,57.33,2.8724,0.0,0.0,287.0,14.9472,99.67,17.67,31.9551,23.8831,14.4692,36262.2046,36571.7348,36468.5581,17.4,26.41,21.54,1.0,24305.71,"T0:1次,T2:2次",3.67,19.0,315.0,0.0008,100.0,10.33,346.67,0.0015,130.0,10.67,202.33,0.0002,33.33,4.67,361.0,0.0111,101.67,10.33,62.33,0.0001,0.67,0.33,440.67,0.1944,161.0,15.0,0.208,46.956,0.4552
45-63-2-1-(SZ_Longgang),45,63,2,1,33010.1707,33010.1707,33010.1707,30.79,42.02,35.53,1.0,22000.11,"T0:1次,T2:2次",3.0,14.67,147.33,0.0028,41.67,3.33,223.33,0.024,121.0,12.67,110.67,0.0008,15.33,3.0,158.33,0.0039,41.33,6.33,296.67,15.9641,111.67,13.33,55.0,3.2132,0.0,0.0,288.0,16.036,107.67,12.0,35.2585,26.1383,14.6888,33010.1707,33157.4457,33059.2624,52.12,101.06,70.99,1.0,22032.84,"T0:1次,T1:1次,T2:1次",3.67,18.33,265.67,0.0008,89.33,4.33,294.0,0.0015,93.33,7.67,244.0,0.0003,54.0,6.33,346.0,0.0135,92.67,8.33,68.0,0.0001,1.67,0.33,389.67,0.265,142.33,9.67,0.2811,126.9431,0.4953
45-63-2-2-(SZ_Longgang),45,63,2,2,33038.8802,33286.5774,33148.5397,28.02,33.77,30.97,1.0,22092.36,"T0:2次,T2:1次",3.0,12.67,120.67,0.0124,33.33,3.67,185.67,0.0273,93.33,12.67,99.0,0.0058,16.0,2.33,136.0,0.0225,41.0,6.0,251.33,15.0211,99.67,12.67,56.0,3.2354,0.0,0.0,234.0,14.7184,84.0,12.0,33.0661,24.6594,14.0034,33038.8802,33050.7002,33042.8202,34.69,113.73,85.66,1.0,22021.88,"T0:2次,T1:1次",4.33,18.67,288.67,0.0009,99.0,5.67,299.0,0.0016,101.67,9.0,239.67,0.0003,49.67,6.0,319.33,0.0139,78.33,5.67,69.0,0.0001,2.0,0.33,439.0,0.327,170.0,14.67,0.3438,158.9079,0.5377
45-63-2-3-(SZ_Longgang),45,63,2,3,32746.875,32882.2562,32792.002,31.01,38.4,34.75,1.0,21854.67,"T0:1次,T1:2次",3.0,13.67,159.67,0.007,48.67,6.33,195.33,0.0138,105.0,14.33,106.67,0.0049,20.33,3.0,157.0,0.008,47.67,6.0,292.33,16.7818,120.0,15.0,57.0,3.5077,0.0,0.0,269.33,15.8309,101.67,14.67,36.1659,26.6145,15.1751,32751.7772,32892.0138,32831.1104,24.13,34.47,29.11,1.0,21880.74,"T1:1次,T2:2次",4.67,19.67,314.33,0.0008,95.67,5.0,318.33,0.0014,113.0,8.67,238.67,0.0002,54.33,4.67,336.67,0.0101,87.67,5.67,64.67,0.0001,1.67,0.67,470.0,0.2069,173.67,12.0,0.2194,55.9243,0.4741
45-63-2-4-(SZ_Longgang),45,63,2,4,32215.2276,32237.1532,32222.5361,34.26,48.0,40.26,1.0,21475.02,"T1:1次,T2:2次",3.0,15.67,176.0,0.0127,51.67,6.33,233.0,0.0177,117.33,19.0,118.0,0.0009,25.67,2.33,192.0,0.0048,58.0,6.33,329.67,19.4193,123.33,16.67,55.33,3.1788,0.33,0.0,334.0,20.0798,129.0,17.33,42.7329,31.4461,18.133,32215.2276,32237.1532,32222.5361,35.0,61.51,45.37,1.0,21475.02,"T0:2次,T2:1次",4.33,19.0,287.33,0.0008,97.67,7.0,290.67,0.0014,104.67,8.0,254.0,0.0002,54.33,8.0,362.67,0.0127,104.0,9.33,54.0,0.0001,0.0,0.0,415.33,0.2311,152.67,13.67,0.2463,68.1277,0.4836
45-63-2-5-(SZ_Longgang),45,63,2,5,31881.0137,31897.7292,31887.9013,25.66,37.2,32.96,1.0,21251.93,"T0:2次,T1:1次",3.0,13.33,149.67,0.0028,44.33,7.0,194.0,0.0177,107.33,13.33,93.67,0.0007,15.67,3.33,153.33,0.0038,47.67,6.33,260.33,13.6863,98.0,14.33,61.33,3.4959,0.0,0.0,269.0,14.6537,117.0,15.67,31.8668,22.7478,13.1298,31897.8242,32032.5125,31944.1052,69.01,142.75,110.03,1.0,21289.4,"T0:2次,T1:1次",3.0,18.0,302.33,0.0009,97.67,9.67,300.33,0.0016,104.67,11.67,183.33,0.0002,31.0,4.33,307.67,0.0138,77.67,9.0,84.33,0.0001,2.33,1.0,394.0,0.3168,153.33,15.67,0.3335,190.6272,0.5297
46-60-2-1-(GZ_Huangpu),46,60,2,1,28052.8522,28317.1522,28211.6049,32.33,32.97,32.64,1.0,18801.07,"T0:1次,T2:2次",3.0,14.67,161.0,0.003,45.67,6.67,216.67,0.0183,112.67,15.67,141.67,0.0059,33.67,5.67,141.0,0.0124,39.67,4.67,301.0,14.6935,114.33,18.0,60.0,3.1388,0.0,0.0,299.33,14.455,117.33,14.67,32.343,23.7471,14.6886,28021.8328,28231.7988,28112.9263,47.03,65.08,54.86,1.0,18735.28,"T0:2次,T2:1次",5.0,19.33,325.33,0.0009,116.67,9.67,300.67,0.0015,111.33,8.0,239.0,0.0002,55.67,6.33,358.67,0.0136,100.0,10.33,61.33,0.0001,1.0,0.33,445.0,0.2877,182.67,13.33,0.3041,112.0155,0.5105
46-60-2-2-(GZ_Huangpu),46,60,2,2,28637.8667,28871.4486,28722.1545,27.81,41.52,36.61,1.0,19141.44,T1:3次,3.0,17.33,192.67,0.0184,64.67,11.0,253.0,0.0171,130.33,20.0,130.67,0.001,24.0,3.67,186.33,0.0041,54.67,11.33,349.67,16.3289,135.67,22.0,56.0,2.8442,0.0,0.0,357.0,16.7678,138.0,24.0,35.9952,26.7336,16.0236,28637.8667,28733.0903,28669.6079,19.98,34.58,25.01,1.0,19106.41,"T0:1次,T1:2次",5.0,18.67,296.33,0.0008,92.0,8.0,284.0,0.0013,97.67,6.33,233.33,0.0002,60.67,9.0,318.0,0.0092,83.33,8.0,65.33,0.0001,1.67,0.67,430.33,0.1787,165.33,14.67,0.1902,44.7665,0.4151
46-60-2-3-(GZ_Huangpu),46,60,2,3,28133.4189,28450.908,28289.4257,25.67,35.38,30.36,1.0,18852.95,"T1:1次,T2:2次",3.0,14.0,135.33,0.0025,38.0,7.67,199.33,0.0074,106.33,15.0,141.33,0.001,34.0,8.33,137.0,0.0084,44.0,5.33,274.67,14.9173,113.67,18.0,60.67,3.2609,0.0,0.0,277.67,14.8688,108.67,18.33,33.074,23.5406,14.8525,28165.2029,28335.2671,28265.5426,147.28,228.55,192.5,1.0,18837.03,"T0:1次,T1:1次,T2:1次",4.67,19.33,314.67,0.0011,109.0,7.67,315.33,0.0019,116.0,12.67,235.67,0.0002,56.67,8.0,331.67,0.0173,86.0,7.33,65.33,0.0001,1.33,1.0,468.67,0.4756,194.33,20.0,0.4961,320.8818,0.6035
46-60-2-4-(GZ_Huangpu),46,60,2,4,27947.3738,28141.1321,28066.6384,18.92,33.81,24.49,1.0,18704.43,"T0:1次,T1:2次",3.0,11.0,100.0,0.0018,28.0,5.0,137.0,0.0133,72.33,9.33,102.33,0.0007,29.0,4.33,125.0,0.0067,37.0,9.0,206.67,10.8749,80.67,12.33,48.67,2.4701,0.0,0.0,209.0,11.2035,85.67,15.33,24.5776,18.0385,10.9713,28110.1127,28169.2545,28129.8267,18.56,36.22,29.61,1.0,18746.55,"T0:2次,T1:1次",4.67,17.67,256.67,0.0007,87.33,9.0,309.33,0.0015,125.33,11.0,212.33,0.0002,52.0,5.33,351.67,0.0108,117.33,11.33,55.33,0.0001,0.33,0.0,371.33,0.1655,147.0,14.0,0.1788,55.4715,0.4108
46-60-2-5-(GZ_Huangpu),46,60,2,5,26936.3814,27318.8937,27110.5183,30.02,36.45,33.82,1.0,18067.01,"T0:1次,T1:1次,T2:1次",3.0,14.67,174.0,0.0035,56.67,12.0,218.33,0.0126,115.33,21.33,137.67,0.0053,35.67,6.67,156.0,0.0078,50.0,7.67,298.67,16.4526,117.67,21.67,56.33,3.1113,0.0,0.0,331.0,18.5292,140.0,26.0,38.1426,27.7542,17.1571,26973.3093,27099.1203,27057.1833,18.08,111.56,50.45,1.0,18031.46,"T0:1次,T1:1次,T2:1次",3.33,14.0,211.0,0.0006,68.67,10.33,203.33,0.001,69.67,8.33,167.67,0.0002,37.67,8.0,239.67,0.0076,70.33,11.67,60.0,0.0001,1.0,1.0,282.33,0.1507,104.67,14.0,0.1602,73.9204,0.3246
49-64-2-1-(CD_Wenjiang),49,64,2,1,53529.3203,53847.4017,53635.3474,30.64,36.07,33.26,2.0,35743.56,T2:3次,3.0,15.0,152.33,0.0031,45.67,9.0,217.33,0.0213,117.33,21.0,144.0,0.0011,29.33,8.67,145.67,0.0038,47.67,7.0,294.0,10.8068,117.33,21.67,52.33,1.73,0.0,0.0,313.0,11.552,122.67,24.0,24.1218,33.5469,18.6633,53533.0113,53836.8908,53657.851,162.67,264.26,218.7,2.0,35758.57,"T0:1次,T1:1次,T2:1次",3.67,23.33,397.0,0.0015,126.33,11.33,420.0,0.0027,135.67,14.33,229.33,0.0003,33.67,5.0,423.67,0.0277,91.0,13.67,57.67,0.0001,0.33,0.33,565.0,0.7566,204.33,16.67,0.7889,500.3973,0.7841
49-64-2-2-(CD_Wenjiang),49,64,2,2,53151.0673,53713.5891,53389.7406,29.57,46.18,35.81,2.0,35579.83,"T1:1次,T2:2次",3.0,16.0,152.67,0.0114,45.0,6.33,257.67,0.0372,129.33,22.33,130.67,0.0051,23.0,4.33,157.67,0.0121,46.67,7.33,320.67,11.721,120.33,20.0,57.33,1.9805,0.0,0.0,320.67,12.1052,123.67,20.33,25.8827,37.619,20.593,53534.4169,53564.6096,53545.7148,44.96,80.21,67.08,2.0,35683.81,T2:3次,4.33,16.67,262.0,0.0007,87.33,8.67,286.0,0.0015,96.33,9.33,193.67,0.0002,42.33,4.0,279.0,0.0104,66.67,10.0,63.33,0.0001,1.0,0.33,399.33,0.2485,158.33,11.67,0.2613,110.3826,0.4229
49-64-2-3-(CD_Wenjiang),49,64,2,3,54654.2957,54972.3771,54760.3228,35.59,59.18,43.52,2.0,36493.55,"T0:1次,T1:2次",3.0,19.0,205.0,0.0151,60.33,8.67,299.33,0.0307,155.0,23.33,175.67,0.0011,29.33,5.33,203.33,0.0086,61.0,9.67,421.33,14.4182,163.67,24.0,55.0,1.7926,0.0,0.0,407.0,14.3431,142.0,23.0,30.6247,43.7118,24.1302,54654.3914,54905.0988,54737.9605,54.68,91.09,72.0,2.0,36478.64,"T0:1次,T1:1次,T2:1次",5.67,20.67,325.0,0.0009,114.0,7.0,320.33,0.0016,111.0,12.0,271.67,0.0003,67.33,6.67,366.0,0.0138,97.33,10.67,69.67,0.0001,0.67,0.33,481.33,0.3028,194.33,14.67,0.3194,125.5255,0.5375
49-64-2-4-(CD_Wenjiang),49,64,2,4,58856.1731,59133.5301,59019.3572,31.74,45.43,38.32,2.0,39332.9,"T0:2次,T2:1次",3.0,16.67,183.67,0.0038,56.67,9.33,252.33,0.0157,135.0,21.67,148.67,0.0062,28.67,3.0,178.33,0.0156,56.67,9.0,352.0,12.7916,133.67,22.33,52.67,1.7675,0.0,0.0,358.33,13.0871,143.33,20.67,27.7019,40.1315,21.5295,58995.1118,59068.3685,59039.5783,90.6,118.07,101.81,2.0,39346.39,"T1:1次,T2:2次",4.33,20.67,308.0,0.0009,100.33,9.0,340.0,0.0018,125.33,11.67,252.33,0.0002,54.0,6.0,362.33,0.0162,92.67,10.67,75.33,0.0001,2.0,1.0,462.67,0.3715,185.0,15.0,0.3908,193.1394,0.5523
49-64-2-5-(CD_Wenjiang),49,64,2,5,51363.9433,51546.2716,51424.7194,28.83,32.5,30.35,2.0,34269.81,"T0:2次,T2:1次",3.0,14.0,137.0,0.007,39.67,6.33,206.0,0.0291,107.33,16.67,122.33,0.0009,25.33,4.0,124.33,0.0075,30.33,5.33,283.67,9.4987,107.0,18.0,54.67,1.8568,0.0,0.0,251.33,8.7374,95.67,14.33,20.1458,29.1713,15.9833,51247.3689,51387.4276,51294.5186,28.62,39.4,34.21,2.0,34183.01,"T0:1次,T1:2次",3.33,20.0,314.0,0.0008,100.0,9.33,339.33,0.0018,119.0,11.33,218.67,0.0002,45.33,5.0,361.67,0.012,93.0,11.33,65.0,0.0001,1.0,0.0,445.33,0.2349,170.33,14.33,0.2499,74.1212,0.4915
51-69-2-1-(SH_Jiading),51,69,2,1,55585.3394,55980.2373,55848.6047,33.78,46.04,40.97,2.0,37219.07,T1:3次,3.0,14.33,142.0,0.0113,39.33,4.0,210.67,0.0173,105.0,15.0,129.67,0.0009,24.33,3.33,166.33,0.0128,54.0,8.0,306.67,13.3654,119.0,16.0,61.0,2.554,0.33,0.0,281.0,12.7684,103.33,14.33,28.7464,42.8609,22.1501,56141.3149,56479.195,56308.2186,91.48,135.98,119.35,2.0,37525.48,"T0:2次,T1:1次",4.0,18.67,309.0,0.001,105.0,3.0,263.0,0.0016,72.33,4.33,254.0,0.0002,48.67,7.0,335.33,0.0155,76.67,4.67,69.0,0.0001,2.0,1.0,421.67,0.3711,147.33,8.67,0.3896,213.8796,0.5473
51-69-2-2-(SH_Jiading),51,69,2,2,56824.5332,57584.2682,57291.4014,32.8,61.34,46.38,2.0,38180.93,"T0:2次,T1:1次",3.0,17.0,188.67,0.0145,60.33,6.33,263.33,0.0349,138.33,17.33,148.67,0.0096,33.0,2.0,177.67,0.0135,57.0,3.33,369.33,15.4524,149.67,15.67,56.67,2.3478,0.33,0.0,352.33,14.8859,138.67,13.33,32.7721,48.3462,23.6711,57212.2197,57549.3567,57366.7762,26.15,39.04,33.05,2.0,38231.18,T2:3次,4.33,16.33,250.0,0.0007,87.33,5.33,245.0,0.0014,80.0,5.0,224.0,0.0002,56.0,6.0,282.33,0.0105,80.33,4.67,67.0,0.0001,1.33,0.67,369.67,0.2216,141.67,11.0,0.2346,75.9589,0.4306
51-69-2-3-(SH_Jiading),51,69,2,3,54071.2947,54530.6283,54292.8671,33.85,40.28,37.78,2.0,36181.91,"T1:1次,T2:2次",3.0,13.33,142.33,0.0032,50.33,9.0,168.67,0.0255,83.33,13.33,134.33,0.0011,38.33,5.33,151.0,0.0165,55.0,10.0,270.67,11.9505,114.0,20.33,61.33,2.6082,0.33,0.0,264.33,12.3245,112.67,17.33,26.9458,39.1292,21.0292,54685.2761,54952.1852,54807.0907,42.68,128.3,82.33,2.0,36524.73,"T0:2次,T1:1次",5.33,18.33,307.67,0.0009,109.33,4.67,273.0,0.0016,83.33,5.0,240.0,0.0003,45.33,3.33,289.33,0.012,56.67,2.33,71.33,0.0001,2.0,0.33,460.0,0.3396,179.33,10.33,0.3545,137.8716,0.5224
51-69-2-4-(SH_Jiading),51,69,2,4,54484.5411,54869.0211,54616.7155,48.02,57.01,52.32,2.0,36397.81,"T1:1次,T2:2次",3.0,19.0,198.67,0.0133,66.0,9.67,285.67,0.0299,149.33,23.33,185.33,0.0015,45.33,7.33,203.33,0.0126,69.67,9.67,417.0,17.1411,170.67,26.67,52.33,2.141,0.0,0.0,403.67,17.0518,159.67,23.33,36.4055,52.082,26.9438,54515.7826,54522.7821,54520.4477,55.57,105.89,75.92,2.0,36333.63,"T0:1次,T2:2次",3.67,18.33,287.33,0.0009,102.0,6.33,250.67,0.0015,80.67,4.67,245.67,0.0003,55.33,6.67,317.67,0.0144,71.67,6.67,64.33,0.0001,2.0,1.0,401.67,0.3279,164.33,10.0,0.3451,153.4693,0.5336
51-69-2-5-(SH_Jiading),51,69,2,5,51407.6782,51813.6113,51639.2613,40.64,49.11,44.25,2.0,34412.84,"T0:1次,T1:2次",3.0,16.0,179.33,0.0063,62.67,8.67,222.67,0.0207,108.0,16.33,160.0,0.0013,41.0,7.0,175.67,0.0093,66.33,9.0,366.0,15.9416,157.0,25.0,60.0,2.507,0.0,0.0,311.67,13.5814,121.0,16.0,32.1033,46.6154,23.5644,51127.0533,51491.7726,51322.0076,74.18,115.31,90.27,2.0,34201.34,"T0:2次,T2:1次",5.0,17.0,260.0,0.0008,89.67,7.67,267.33,0.0016,89.0,6.33,221.67,0.0003,58.33,6.33,300.0,0.0128,84.0,7.0,84.0,0.0001,1.67,0.67,365.0,0.264,151.33,12.67,0.2796,152.7011,0.4773
51-81-2-1-(SZ_Baoan),51,81,2,1,35063.1543,35134.1571,35098.5032,66.28,73.42,70.65,1.0,23392.34,T0:3次,3.0,14.33,146.33,0.0036,42.0,3.67,233.67,0.017,141.0,21.33,118.0,0.0011,25.0,3.33,144.0,0.0045,42.67,4.0,303.0,37.7802,133.67,16.67,52.67,6.3276,0.0,0.0,286.33,36.1775,117.0,15.67,80.3303,60.4605,26.8237,35055.9252,35283.0051,35133.0247,89.28,95.86,92.89,1.0,23415.35,"T0:1次,T1:1次,T2:1次",4.33,16.33,251.67,0.0008,82.0,8.33,240.67,0.0014,81.33,7.0,208.0,0.0002,48.0,7.33,274.0,0.0136,70.67,8.67,68.33,0.0001,2.0,1.0,358.0,0.3224,138.67,13.0,0.3386,195.5636,0.6056
