算例名,节点数,边数,无人机数,基站编号,ALNS_PSO_目标函数_最小值,ALNS_PSO_目标函数_最大值,ALNS_PSO_目标函数_均值,ALNS_PSO_求解时间_最小(s),ALNS_PSO_求解时间_最大(s),ALNS_PSO_求解时间_均值(s),ALNS_PSO_实际使用无人机数_均值,ALNS_PSO_总飞行距离_均值(m),ALNS_PSO_最优线程ID分布,ALNS_PSO_公共池拉取次数_均值,ALNS_PSO_推入公共池次数_均值,ALNS_PSO_破坏_random_调用次数_均值,ALNS_PSO_破坏_random_耗时_均值(s),ALNS_PSO_破坏_random_改进当前解_均值,ALNS_PSO_破坏_random_改进最优解_均值,ALNS_PSO_破坏_worst_调用次数_均值,ALNS_PSO_破坏_worst_耗时_均值(s),ALNS_PSO_破坏_worst_改进当前解_均值,ALNS_PSO_破坏_worst_改进最优解_均值,ALNS_PSO_破坏_route_调用次数_均值,ALNS_PSO_破坏_route_耗时_均值(s),ALNS_PSO_破坏_route_改进当前解_均值,ALNS_PSO_破坏_route_改进最优解_均值,ALNS_PSO_破坏_bp_split_调用次数_均值,ALNS_PSO_破坏_bp_split_耗时_均值(s),ALNS_PSO_破坏_bp_split_改进当前解_均值,ALNS_PSO_破坏_bp_split_改进最优解_均值,ALNS_PSO_修复_greedy_调用次数_均值,ALNS_PSO_修复_greedy_耗时_均值(s),ALNS_PSO_修复_greedy_改进当前解_均值,ALNS_PSO_修复_greedy_改进最优解_均值,ALNS_PSO_修复_random_调用次数_均值,ALNS_PSO_修复_random_耗时_均值(s),ALNS_PSO_修复_random_改进当前解_均值,ALNS_PSO_修复_random_改进最优解_均值,ALNS_PSO_修复_bp_aware_调用次数_均值,ALNS_PSO_修复_bp_aware_耗时_均值(s),ALNS_PSO_修复_bp_aware_改进当前解_均值,ALNS_PSO_修复_bp_aware_改进最优解_均值,ALNS_PSO_模块耗时_DR均值(s),ALNS_PSO_模块耗时_LS均值(s),ALNS_PSO_模块耗时_PSO均值(s),GiantRoute_目标函数_最小值,GiantRoute_目标函数_最大值,GiantRoute_目标函数_均值,GiantRoute_求解时间_最小(s),GiantRoute_求解时间_最大(s),GiantRoute_求解时间_均值(s),GiantRoute_实际使用无人机数_均值,GiantRoute_总飞行距离_均值(m),GiantRoute_最优线程ID分布,GiantRoute_公共池拉取次数_均值,GiantRoute_推入公共池次数_均值,GiantRoute_破坏_random_调用次数_均值,GiantRoute_破坏_random_耗时_均值(s),GiantRoute_破坏_random_改进当前解_均值,GiantRoute_破坏_random_改进最优解_均值,GiantRoute_破坏_worst_调用次数_均值,GiantRoute_破坏_worst_耗时_均值(s),GiantRoute_破坏_worst_改进当前解_均值,GiantRoute_破坏_worst_改进最优解_均值,GiantRoute_破坏_segment_调用次数_均值,GiantRoute_破坏_segment_耗时_均值(s),GiantRoute_破坏_segment_改进当前解_均值,GiantRoute_破坏_segment_改进最优解_均值,GiantRoute_修复_greedy_调用次数_均值,GiantRoute_修复_greedy_耗时_均值(s),GiantRoute_修复_greedy_改进当前解_均值,GiantRoute_修复_greedy_改进最优解_均值,GiantRoute_修复_random_调用次数_均值,GiantRoute_修复_random_耗时_均值(s),GiantRoute_修复_random_改进当前解_均值,GiantRoute_修复_random_改进最优解_均值,GiantRoute_修复_regret_调用次数_均值,GiantRoute_修复_regret_耗时_均值(s),GiantRoute_修复_regret_改进当前解_均值,GiantRoute_修复_regret_改进最优解_均值,GiantRoute_模块耗时_DR均值(s),GiantRoute_模块耗时_LS均值(s),GiantRoute_模块耗时_PSO均值(s)
21-20-5-5-(0),21,20,5,5,15608.328,15608.328,15608.328,5.21,5.34,5.26,1.0,10398.89,"T0:2次,T1:3次",19.4,44.0,513.8,0.0136,34.6,0.2,496.8,0.032,52.4,0.6,476.6,0.0053,25.4,0.2,512.8,0.0191,34.2,0.0,955.6,3.2266,73.8,0.4,98.4,0.3016,0.6,0.0,946.0,3.541,72.2,0.6,7.1693,4.0511,6.4641,15780.31,15780.31,15780.31,120.75,169.19,146.62,1.0,10513.54,"T0:1次,T1:2次,T2:2次",20.0,44.0,699.2,0.0141,81.0,0.0,725.8,0.0799,128.8,0.0,575.0,0.0015,61.2,0.0,916.8,0.7166,129.2,0.0,106.8,0.0081,1.0,0.0,976.4,6.2371,140.8,0.0,7.0573,485.1973,9.1746
21-20-5-5-(1),21,20,5,5,28464.3965,28867.8066,28631.4268,6.28,6.56,6.46,2.0,19074.28,"T0:4次,T3:1次",12.6,44.0,476.2,0.0097,101.2,7.8,570.6,0.0282,140.2,16.4,474.4,0.0053,61.0,8.0,478.8,0.0078,84.8,8.4,923.0,2.265,190.0,16.4,100.8,0.1795,1.0,0.2,976.2,2.6868,196.2,24.0,5.2125,5.0992,11.3413,28123.0976,28365.395,28177.1625,78.55,128.76,102.37,2.0,18771.44,"T0:2次,T1:1次,T2:1次,T3:1次",12.2,44.0,700.0,0.0057,125.8,7.2,659.8,0.0512,105.0,8.6,640.2,0.006,105.8,6.0,819.8,0.4214,127.0,8.2,105.4,0.0005,1.0,0.2,1074.8,4.0381,208.6,13.4,4.5229,341.2807,6.8876
21-20-5-5-(2),21,20,5,5,23749.4544,23997.8153,23948.1431,6.37,6.5,6.44,2.0,15952.1,"T0:2次,T1:1次,T2:1次,T3:1次",15.8,44.0,487.6,0.0142,40.2,3.8,600.4,0.0391,86.8,7.0,447.0,0.0021,18.0,1.6,465.0,0.0282,33.2,3.6,961.0,2.4908,92.4,8.2,95.8,0.1884,0.0,0.0,943.2,2.5932,85.8,7.8,5.3848,5.0681,11.2395,22447.0247,23522.9749,22875.0295,24.95,38.53,33.02,1.4,15240.69,"T1:4次,T3:1次",13.8,44.0,727.4,0.0172,109.2,5.4,659.6,0.0534,91.2,8.4,613.0,0.0013,85.6,4.0,864.2,0.2421,116.4,7.4,120.4,0.0004,2.2,0.4,1015.4,1.8873,167.4,10.0,2.2016,100.9859,6.018
21-24-5-1-(0),21,24,5,1,35045.5643,35255.9191,35087.6818,7.95,8.16,8.06,2.0,23378.45,"T0:3次,T2:2次",13.2,44.0,471.0,0.0127,92.0,7.2,561.6,0.0229,154.2,12.4,467.0,0.0053,59.8,3.0,500.4,0.0172,100.0,8.4,973.6,3.1296,218.4,16.4,101.8,0.2652,0.0,0.0,924.6,3.2336,187.6,14.6,6.7189,7.702,12.8481,35045.5643,35045.5643,35045.5643,25.94,55.23,33.49,2.0,23350.38,"T0:2次,T3:3次",14.2,44.0,755.4,0.0097,96.0,3.2,559.6,0.0311,55.0,2.2,685.0,0.0149,79.2,2.6,813.4,0.237,88.0,2.6,192.0,0.0021,6.0,1.6,994.6,1.9451,136.2,3.8,2.2399,110.9081,5.954
21-24-5-1-(1),21,24,5,1,32129.7649,32130.4325,32130.032,7.6,7.8,7.69,2.0,21406.69,"T0:1次,T1:1次,T2:2次,T3:1次",12.4,44.0,496.4,0.0192,87.2,9.4,525.0,0.0518,128.2,12.4,498.4,0.0085,75.4,7.2,480.2,0.0096,76.2,5.8,951.0,3.5257,179.4,17.8,90.4,0.2759,0.6,0.0,958.6,3.5483,187.0,17.0,7.5019,7.5585,10.793,32129.9263,32204.7649,32145.8517,24.9,32.51,30.51,2.0,21417.23,"T0:1次,T1:3次,T3:1次",13.4,44.0,735.6,0.0074,119.8,8.8,619.6,0.0388,81.4,6.2,644.8,0.0013,104.6,10.4,800.2,0.2346,107.6,9.0,141.8,0.0005,4.0,1.8,1058.0,1.9199,194.2,14.6,2.2025,97.6487,6.0366
21-24-5-1-(2),21,24,5,1,31279.9898,31427.212,31338.8786,7.39,7.54,7.46,2.0,20879.25,"T0:1次,T1:1次,T2:3次",12.8,44.0,460.2,0.0054,70.6,6.2,631.6,0.0436,170.0,15.8,449.4,0.0113,49.0,4.8,458.8,0.0139,65.8,6.6,957.0,3.5199,176.6,17.2,94.8,0.2549,0.2,0.0,948.2,3.5249,178.6,16.2,7.4227,7.3284,10.4218,31280.4453,31387.7599,31323.5092,105.11,307.36,162.53,2.0,20869.01,"T1:2次,T2:1次,T3:2次",13.0,42.4,760.2,0.0244,161.8,10.6,550.8,0.0685,85.0,6.0,624.0,0.0015,108.0,7.2,767.0,0.3877,121.4,8.4,116.8,0.0005,2.6,1.0,1051.2,4.953,230.8,14.4,5.4356,526.2389,7.6308
21-24-5-2-(0),21,24,5,2,34826.3567,34893.5702,34844.5438,8.29,8.54,8.43,2.0,23216.36,"T0:1次,T2:2次,T3:2次",13.0,44.0,459.0,0.0069,86.6,6.4,555.6,0.0562,145.2,10.6,513.6,0.0056,71.8,6.8,471.8,0.0081,90.8,6.0,959.2,3.2921,199.4,14.6,104.2,0.3026,0.6,0.0,936.6,3.6151,194.4,15.2,7.3459,7.9796,13.333,34826.3567,34893.5702,34840.3705,116.24,304.33,197.61,2.0,23213.58,"T0:1次,T1:1次,T2:2次,T3:1次",11.2,43.0,857.0,0.0145,146.0,11.0,474.2,0.0675,54.2,4.8,653.8,0.0016,85.0,8.6,809.4,0.5188,113.0,10.2,186.0,0.0024,5.0,1.4,989.6,4.9147,167.2,12.8,5.5195,623.7817,6.7369
21-24-5-2-(1),21,24,5,2,34818.3622,34958.785,34877.392,8.65,8.94,8.82,2.0,23238.26,"T0:2次,T1:1次,T2:1次,T3:1次",13.6,44.0,513.8,0.0074,121.0,6.0,525.6,0.0354,145.2,4.6,464.8,0.0159,66.4,3.8,495.8,0.0368,111.8,6.8,938.8,3.6282,222.0,8.8,108.2,0.339,1.8,1.2,953.0,3.7512,220.6,11.2,7.8478,8.4876,13.5219,35092.5743,35094.5411,35093.258,56.7,81.57,68.33,2.0,23382.17,"T0:1次,T1:1次,T2:1次,T3:2次",12.6,44.0,776.2,0.018,154.4,8.8,580.0,0.0341,94.8,6.4,643.8,0.0014,117.6,6.8,812.6,0.3767,132.2,8.6,120.4,0.0059,2.6,1.2,1067.0,3.1502,232.0,12.2,3.5863,220.8368,6.3931
21-24-5-2-(2),21,24,5,2,28261.8744,28261.8744,28261.8744,8.06,8.25,8.13,2.0,18827.92,"T0:2次,T2:2次,T3:1次",14.2,44.0,460.8,0.0188,64.8,6.2,599.2,0.0424,142.0,14.4,471.8,0.0023,41.8,5.2,468.2,0.0409,63.6,6.6,960.8,3.2625,159.0,18.2,98.0,0.2806,0.2,0.0,941.2,3.5635,153.0,14.2,7.2778,7.0548,13.3914,28261.8744,28261.8744,28261.8744,46.05,57.63,52.81,2.0,18827.92,"T2:3次,T3:2次",13.8,44.0,797.2,0.0282,133.0,7.4,557.0,0.0278,68.6,5.2,645.8,0.0014,88.0,6.4,789.4,0.261,102.2,7.6,132.8,0.0005,2.4,0.6,1077.8,2.7969,185.0,10.8,3.1158,175.3479,6.7713
21-24-5-3-(0),21,24,5,3,37397.6289,37397.6289,37397.6289,8.35,8.72,8.46,2.0,24918.42,"T0:2次,T1:2次,T2:1次",12.6,44.0,465.6,0.0069,99.2,5.8,567.8,0.0269,160.4,16.0,459.0,0.0053,72.0,4.2,507.6,0.0249,112.6,9.2,947.4,3.3841,216.2,17.6,101.0,0.3575,0.4,0.0,951.6,3.3691,227.6,17.6,7.2024,7.7001,13.7591,37397.6289,37397.6289,37397.6289,59.88,79.24,67.5,2.0,24918.42,"T0:1次,T1:3次,T3:1次",14.2,44.0,816.4,0.0074,119.6,7.6,581.0,0.0426,63.4,7.0,602.6,0.0013,71.0,7.4,835.6,0.2781,104.6,9.8,199.0,0.0007,6.4,1.4,965.4,2.6121,143.0,10.8,2.9422,221.567,5.8129
21-24-5-3-(1),21,24,5,3,31740.4837,31740.4837,31740.4837,7.56,7.73,7.63,2.0,21146.99,"T0:2次,T1:1次,T3:2次",13.2,44.0,503.2,0.0072,85.8,6.2,536.0,0.0128,119.0,11.0,473.0,0.0054,59.4,4.0,487.8,0.0291,78.2,6.2,979.8,3.3277,179.6,16.4,95.6,0.2704,0.4,0.0,924.6,3.5222,162.4,11.0,7.2197,7.2103,11.3719,31155.6913,31740.4837,31296.0152,171.76,290.3,244.57,2.0,20850.68,"T1:3次,T2:1次,T3:1次",10.2,44.0,780.6,0.0067,157.8,13.0,640.6,0.0614,103.8,13.0,578.8,0.003,92.0,12.8,784.6,0.5489,113.2,13.6,128.0,0.0006,2.8,0.8,1087.4,6.8135,237.6,24.4,7.4343,792.41,8.2007
21-24-5-3-(2),21,24,5,3,29900.814,29900.814,29900.814,8.03,8.28,8.13,2.0,19920.54,"T1:2次,T2:2次,T3:1次",13.0,44.0,477.8,0.022,88.6,8.2,575.0,0.0549,159.2,13.4,442.8,0.0067,59.6,5.4,504.4,0.0472,98.8,9.6,974.2,3.6273,204.8,19.6,97.4,0.346,0.2,0.0,928.4,3.3411,201.2,17.0,7.4851,7.3656,12.5451,29900.8161,29902.0849,29901.5666,61.86,90.86,76.42,2.0,19921.04,"T0:3次,T2:2次",14.2,44.0,750.4,0.0179,139.2,8.0,564.4,0.0466,74.8,6.2,685.2,0.0015,111.6,12.0,804.4,0.3857,117.4,9.6,117.2,0.0005,1.6,0.8,1078.4,3.9647,206.6,15.8,4.4169,255.0619,7.676
21-24-5-4-(0),21,24,5,4,36436.8503,36437.1576,36437.0962,8.61,8.82,8.71,2.0,24278.06,"T0:2次,T1:1次,T2:1次,T3:1次",13.2,44.0,468.2,0.013,96.6,5.4,504.8,0.0463,114.0,6.0,488.2,0.0069,69.2,2.8,538.8,0.0181,115.8,9.0,938.2,3.2694,192.8,10.4,93.2,0.3104,1.0,0.0,968.6,3.6833,201.8,12.8,7.3753,8.5482,13.5854,36394.7231,36681.7891,36520.0449,61.39,115.01,78.5,2.0,24333.36,"T0:1次,T2:1次,T3:3次",12.4,44.0,746.2,0.0192,127.0,6.6,610.8,0.0787,86.8,6.8,643.0,0.0044,91.4,8.0,811.4,0.3542,114.0,8.2,154.4,0.0006,5.4,1.8,1034.2,3.2134,185.8,11.4,3.6706,259.0417,6.5577
21-24-5-4-(1),21,24,5,4,32064.6367,32901.7052,32566.8778,7.34,7.49,7.44,2.0,21697.92,"T0:2次,T3:3次",12.4,44.0,471.6,0.0099,74.2,4.6,493.8,0.0137,102.6,10.2,506.4,0.007,59.2,7.2,528.2,0.0053,95.4,9.4,953.8,3.1911,172.4,16.4,114.6,0.3356,1.2,0.0,931.6,3.1251,157.8,15.0,6.7282,7.4457,10.8774,32868.1524,32868.8127,32868.3487,26.87,52.2,41.43,2.0,21898.9,"T0:3次,T1:2次",13.2,44.0,719.4,0.0097,118.0,7.4,599.8,0.066,76.4,9.6,680.8,0.0119,108.8,8.0,789.0,0.3308,106.2,9.4,140.6,0.0005,3.4,1.6,1070.4,2.1657,193.6,14.0,2.5846,118.0995,6.248
21-24-5-4-(2),21,24,5,4,31302.9224,31302.9224,31302.9224,8.19,8.4,8.27,2.0,20855.28,"T0:1次,T1:2次,T3:2次",13.2,44.0,500.2,0.0042,80.8,8.6,563.6,0.0222,139.2,14.6,452.8,0.0053,46.4,5.8,483.4,0.0109,77.4,10.0,949.0,3.2632,170.2,20.0,87.0,0.2241,0.0,0.0,964.0,3.6336,173.6,19.0,7.1852,7.8741,13.1132,31302.9224,31302.9224,31302.9224,78.51,193.14,162.02,2.0,20855.28,"T0:1次,T2:4次",11.2,41.8,760.4,0.014,164.4,11.6,542.4,0.0373,83.4,6.6,607.2,0.009,105.8,11.6,792.6,0.4342,136.6,11.4,120.6,0.0021,2.8,1.0,996.8,4.1846,214.2,17.4,4.6811,470.4686,6.7134
21-24-5-5-(0),21,24,5,5,33809.378,34171.4313,33972.0044,8.28,8.47,8.37,2.0,22634.67,"T1:2次,T2:2次,T3:1次",11.8,44.0,470.2,0.007,104.2,3.0,564.0,0.0368,162.8,10.4,495.0,0.004,85.4,7.8,470.8,0.0157,95.2,5.0,939.6,3.4228,222.0,12.6,105.2,0.3715,1.4,0.0,955.2,3.7144,224.2,13.6,7.6426,8.1087,12.5687,33809.378,33840.1704,33824.1505,105.25,171.91,133.32,2.0,22536.1,"T0:2次,T1:2次,T3:1次",13.4,44.0,781.6,0.0177,145.6,6.2,566.4,0.04,85.8,5.2,652.0,0.009,101.2,4.0,815.0,0.3548,120.4,5.4,155.6,0.0007,5.2,1.4,1029.4,3.9288,207.0,8.6,4.351,435.651,6.9913
21-24-5-5-(1),21,24,5,5,30840.4929,30840.4929,30840.4929,8.11,8.41,8.22,2.0,20547.0,"T0:2次,T1:2次,T3:1次",14.0,44.0,501.8,0.0043,92.4,7.0,525.0,0.0466,117.2,7.8,465.2,0.0054,55.6,3.4,508.0,0.0171,102.2,6.4,966.0,3.5868,184.6,11.0,96.8,0.3701,0.6,0.0,937.2,3.8483,182.2,13.6,7.905,7.7938,12.0809,30645.4123,30801.9864,30692.18,34.36,58.12,49.66,2.0,20448.12,"T0:1次,T1:1次,T3:3次",14.8,44.0,745.2,0.0054,122.6,5.6,592.2,0.0417,74.8,5.8,662.6,0.0014,106.2,6.6,856.2,0.3085,121.8,7.4,123.2,0.0005,1.8,0.4,1020.6,2.3428,180.0,10.2,2.7003,155.8485,6.2315
21-24-5-5-(2),21,24,5,5,27897.6469,28147.4444,27997.5659,7.28,7.78,7.59,2.0,18651.71,"T0:2次,T1:2次,T3:1次",13.6,44.0,454.2,0.0098,59.2,4.0,604.2,0.0382,122.4,11.4,445.0,0.0239,34.4,4.2,496.6,0.0077,69.6,7.8,949.4,3.5172,146.8,12.6,99.6,0.3034,0.2,0.0,951.0,3.2989,138.6,14.8,7.2426,7.0951,11.1768,27328.8558,27426.7106,27371.4961,196.5,324.37,261.92,2.0,18234.33,"T1:2次,T2:1次,T3:2次",11.4,40.0,683.4,0.0184,150.4,9.4,570.4,0.0529,105.6,9.2,581.2,0.0015,103.4,8.2,737.2,0.6275,125.4,11.6,115.0,0.0006,1.6,0.4,982.8,7.0817,232.4,14.8,7.7827,845.0093,8.8676
21-28-5-1-(0),21,28,5,1,43316.6328,44001.2507,43553.967,10.34,10.76,10.5,2.0,29022.64,"T0:1次,T1:1次,T2:1次,T3:2次",13.0,44.0,447.8,0.0085,75.2,5.8,672.6,0.0305,231.4,20.4,428.6,0.0052,40.6,3.4,451.0,0.0298,75.4,8.0,949.4,3.9646,213.0,19.4,105.2,0.3623,0.2,0.2,945.4,3.9736,209.4,18.0,8.4355,11.4824,15.6307,43432.4511,43585.3659,43532.1541,276.01,503.59,398.57,2.0,29008.1,"T2:2次,T3:2次",7.0,30.75,593.75,0.0084,111.25,9.0,486.0,0.056,89.25,4.0,376.5,0.0049,44.0,3.0,568.0,0.5661,83.5,6.25,100.0,0.0006,1.25,0.0,788.25,8.1732,159.75,9.75,8.8091,1127.5766,5.9085
21-28-5-1-(1),21,28,5,1,36246.677,36246.677,36246.677,9.95,10.15,10.04,2.0,24151.12,"T0:3次,T2:1次,T3:1次",15.6,44.0,471.4,0.0367,50.6,3.8,591.6,0.0253,119.4,8.6,475.4,0.0055,36.0,1.8,461.6,0.0396,42.2,2.0,927.4,4.6739,119.0,6.6,105.6,0.4856,0.6,0.0,967.0,4.7345,128.6,9.6,10.0502,10.4603,13.626,36246.677,36295.8912,36256.5198,298.01,600.77,440.81,2.0,24157.68,"T0:1次,T1:1次,T3:3次",13.6,41.0,838.6,0.0065,125.6,7.6,423.4,0.0712,41.4,5.0,638.0,0.0018,77.2,6.6,746.4,0.7919,75.6,8.2,126.8,0.0023,1.2,0.6,1026.8,10.9398,167.4,10.4,11.8135,1414.2122,9.4098
21-28-5-1-(2),21,28,5,1,40601.2502,40601.2502,40601.2502,9.96,10.07,10.02,2.0,27054.17,"T0:1次,T2:3次,T3:1次",13.0,44.0,491.4,0.0307,88.0,4.4,551.4,0.0424,147.6,8.4,482.0,0.0116,62.8,3.2,475.2,0.0174,81.8,4.4,949.4,4.8097,186.6,9.4,103.2,0.3978,1.0,0.4,947.4,4.4555,192.6,10.6,9.8173,10.3308,13.8493,40602.663,40651.291,40634.8294,349.55,527.61,409.98,2.0,27076.55,"T0:1次,T1:2次,T3:2次",9.0,34.0,684.2,0.0171,111.4,6.0,457.0,0.0585,62.6,5.6,468.8,0.0103,51.0,3.4,665.0,0.5963,81.8,5.6,119.6,0.0007,3.0,0.4,825.4,7.52,140.2,9.0,8.2029,1308.387,7.197
21-28-5-2-(0),21,28,5,2,40908.5078,40937.0405,40925.6274,10.01,10.37,10.18,2.0,27270.42,"T0:1次,T1:1次,T3:3次",12.0,44.0,470.6,0.0163,89.6,8.6,595.6,0.0308,188.0,18.6,449.8,0.0103,49.6,5.8,484.0,0.0161,94.2,9.2,969.8,4.2861,213.0,21.8,91.8,0.314,0.2,0.0,938.4,3.9912,208.2,20.4,8.7181,11.521,14.3074,40910.9887,40937.0405,40922.6512,43.82,80.84,67.93,2.0,27268.43,"T0:3次,T1:1次,T2:1次",13.6,44.0,745.8,0.0132,79.2,7.0,645.4,0.0534,65.6,6.2,608.8,0.0014,58.6,5.4,817.8,0.3401,79.6,5.6,177.0,0.0007,3.0,1.2,1005.2,3.1258,120.8,11.8,3.5346,222.7814,6.8659
21-28-5-2-(1),21,28,5,2,36902.4668,36902.4668,36902.4668,10.23,10.52,10.36,2.0,24588.31,"T1:1次,T2:2次,T3:2次",14.4,44.0,496.2,0.0089,71.0,2.2,438.8,0.0308,77.8,4.4,494.4,0.0055,47.8,0.4,570.6,0.0436,96.4,5.2,950.6,4.9553,147.2,5.6,95.6,0.4819,1.8,0.0,953.8,4.949,144.0,6.6,10.5015,10.7751,14.188,36904.4443,36967.1611,36922.0592,256.98,638.62,450.21,2.0,24601.37,"T1:1次,T2:2次,T3:2次",8.6,31.6,655.4,0.0095,115.8,8.4,379.6,0.052,56.0,5.6,455.0,0.0013,57.2,5.2,603.8,0.6063,79.6,7.2,110.6,0.0022,1.2,0.4,775.6,8.7004,148.2,11.6,9.3717,1329.3761,6.9459
21-28-5-2-(2),21,28,5,2,42129.0964,42421.0698,42237.0005,11.1,11.33,11.22,2.0,28144.67,"T0:2次,T1:2次,T2:1次",11.2,44.0,474.0,0.0148,96.4,8.4,608.0,0.054,180.2,20.6,454.4,0.0023,54.8,4.0,463.6,0.0144,99.8,6.8,983.6,4.2934,228.4,24.4,113.2,0.4455,1.6,0.0,903.2,4.3057,201.2,15.4,9.1626,12.6514,16.489,42129.0964,42188.0787,42144.4067,44.11,120.31,67.61,2.0,28082.94,"T1:1次,T2:2次,T3:2次",12.8,44.0,836.4,0.0088,108.4,7.2,522.6,0.0618,58.6,3.2,641.0,0.0044,79.8,6.4,840.0,0.3878,102.6,8.2,167.0,0.0006,4.4,1.4,993.0,2.9917,139.8,7.2,3.4552,218.7493,6.6994
21-28-5-3-(0),21,28,5,3,41246.7881,41669.7265,41500.5511,10.59,11.36,10.94,2.0,27653.7,"T0:1次,T1:1次,T2:2次,T3:1次",10.6,44.0,471.0,0.0043,85.6,10.4,618.0,0.0507,180.8,20.6,434.2,0.0082,43.8,5.0,476.8,0.0056,77.8,8.0,936.2,4.3737,195.4,21.2,106.0,0.3894,0.4,0.0,957.8,4.6747,192.2,22.8,9.5393,12.1671,15.5178,41255.2744,41552.9734,41356.4955,90.93,174.22,127.35,2.0,27557.66,"T0:2次,T1:1次,T3:2次",11.6,41.0,752.2,0.012,111.8,9.4,603.6,0.0504,80.6,8.0,524.2,0.0012,61.4,7.2,768.0,0.5038,95.6,10.0,141.8,0.0006,3.0,1.6,970.2,4.5859,155.2,13.0,5.154,422.3439,7.1325
21-28-5-3-(1),21,28,5,3,35808.7726,35808.7726,35808.7726,10.33,10.52,10.43,2.0,23859.18,"T0:2次,T1:2次,T3:1次",15.4,44.0,477.6,0.0043,57.4,4.2,590.0,0.0511,141.6,6.2,452.8,0.0024,36.6,1.6,479.6,0.016,70.6,4.0,928.0,4.7543,139.4,6.6,105.2,0.4378,1.8,0.0,966.8,4.8995,165.0,9.4,10.2221,10.8175,14.4234,35810.7501,35810.7501,35810.7501,69.34,135.23,97.92,2.0,23860.5,"T0:1次,T1:3次,T3:1次",12.8,44.0,829.4,0.0124,124.0,9.0,498.4,0.0379,60.8,6.6,672.2,0.0015,93.4,10.2,763.8,0.4484,90.2,10.0,132.8,0.0005,2.0,0.8,1103.4,4.8645,186.0,15.0,5.3652,332.6522,8.3003
21-28-5-3-(2),21,28,5,3,41443.5424,41983.1309,41630.5365,10.93,11.27,11.13,2.0,27740.36,"T1:2次,T2:2次,T3:1次",13.6,44.0,471.4,0.0147,89.0,6.0,587.4,0.0304,179.2,11.6,456.2,0.0123,54.0,3.6,485.0,0.0174,94.6,8.2,955.4,3.8446,207.6,15.2,118.8,0.4833,2.4,0.6,925.8,4.1589,206.8,13.6,8.6184,12.4,16.725,41441.7882,41484.3903,41451.3854,340.65,530.11,417.75,2.0,27620.92,"T0:2次,T1:1次,T3:2次",14.8,38.8,787.8,0.0225,119.6,1.8,508.2,0.1032,56.8,1.2,514.0,0.0045,54.8,1.2,732.6,0.709,86.0,1.6,139.6,0.0008,1.6,0.0,937.8,8.833,143.6,2.6,9.673,1316.8931,8.3976
21-28-5-4-(0),21,28,5,4,41688.6708,42460.1524,42207.3049,10.64,10.91,10.77,2.0,28124.87,"T0:2次,T1:2次,T3:1次",13.4,44.0,482.0,0.018,87.4,6.2,569.8,0.0259,158.8,11.6,462.2,0.0051,42.0,3.6,486.0,0.0274,79.6,6.6,946.6,4.4369,181.8,13.8,123.0,0.4409,0.8,0.0,930.4,4.1651,185.2,14.2,9.1505,11.6698,15.5825,41741.149,42603.6413,42074.5167,260.73,429.29,324.3,2.0,28036.34,"T0:1次,T2:2次,T3:2次",8.2,30.4,593.2,0.0105,82.4,4.6,462.8,0.0285,61.4,3.8,394.0,0.0101,37.4,2.4,579.2,0.5597,60.6,4.2,118.2,0.0007,2.0,0.2,752.6,6.4648,118.6,6.4,7.0744,914.3374,5.7206
21-28-5-4-(1),21,28,5,4,36688.7057,36688.7057,36688.7057,9.82,9.93,9.88,2.0,24445.8,"T0:3次,T2:1次,T3:1次",13.4,44.0,485.6,0.0133,81.0,6.8,583.4,0.0363,168.4,14.8,448.6,0.0023,49.2,4.8,482.4,0.017,86.8,6.8,967.2,4.7188,192.0,17.4,100.2,0.3819,0.0,0.0,932.6,4.5994,193.4,15.8,9.8165,10.3817,13.2674,36688.7057,36688.7057,36688.7057,37.07,72.18,53.73,2.0,24445.8,"T0:2次,T2:2次,T3:1次",14.4,44.0,893.0,0.0211,107.4,8.0,468.0,0.0576,38.2,4.8,639.0,0.0074,51.2,5.6,873.4,0.3685,86.2,8.2,138.2,0.0005,2.6,1.2,988.4,3.0053,108.0,9.0,3.4603,184.1774,7.3696
21-28-5-4-(2),21,28,5,4,41251.5082,41427.4782,41321.8962,10.37,10.7,10.48,2.0,27534.6,"T1:2次,T2:1次,T3:2次",9.2,44.0,464.8,0.0041,90.2,7.4,592.0,0.0216,177.4,22.6,464.0,0.0083,54.2,4.6,479.2,0.0173,96.4,9.8,981.6,4.3476,217.8,27.2,93.8,0.3477,0.4,0.0,924.6,3.9598,200.0,17.2,8.7511,11.2587,15.5671,41251.5082,41427.4782,41286.7022,215.33,334.95,275.12,2.0,27511.13,"T0:1次,T1:3次,T3:1次",12.4,43.4,790.0,0.0137,111.0,7.4,511.6,0.044,65.8,4.4,683.4,0.0032,86.2,10.8,761.6,0.4383,92.2,9.6,207.4,0.007,5.6,1.2,1016.0,5.7823,165.2,11.8,6.2886,794.7867,7.3983
