算例名,节点数,边数,无人机数,基站编号,ALNS_PSO_目标函数_最小值,ALNS_PSO_目标函数_最大值,ALNS_PSO_目标函数_均值,ALNS_PSO_求解时间_最小(s),ALNS_PSO_求解时间_最大(s),ALNS_PSO_求解时间_均值(s),ALNS_PSO_实际使用无人机数_均值,ALNS_PSO_总飞行距离_均值(m),ALNS_PSO_最优线程ID分布,ALNS_PSO_公共池拉取次数_均值,ALNS_PSO_推入公共池次数_均值,ALNS_PSO_破坏_random_调用次数_均值,ALNS_PSO_破坏_random_耗时_均值(s),ALNS_PSO_破坏_random_改进当前解_均值,ALNS_PSO_破坏_random_改进最优解_均值,ALNS_PSO_破坏_worst_调用次数_均值,ALNS_PSO_破坏_worst_耗时_均值(s),ALNS_PSO_破坏_worst_改进当前解_均值,ALNS_PSO_破坏_worst_改进最优解_均值,ALNS_PSO_破坏_route_调用次数_均值,ALNS_PSO_破坏_route_耗时_均值(s),ALNS_PSO_破坏_route_改进当前解_均值,ALNS_PSO_破坏_route_改进最优解_均值,ALNS_PSO_破坏_bp_split_调用次数_均值,ALNS_PSO_破坏_bp_split_耗时_均值(s),ALNS_PSO_破坏_bp_split_改进当前解_均值,ALNS_PSO_破坏_bp_split_改进最优解_均值,ALNS_PSO_修复_greedy_调用次数_均值,ALNS_PSO_修复_greedy_耗时_均值(s),ALNS_PSO_修复_greedy_改进当前解_均值,ALNS_PSO_修复_greedy_改进最优解_均值,ALNS_PSO_修复_random_调用次数_均值,ALNS_PSO_修复_random_耗时_均值(s),ALNS_PSO_修复_random_改进当前解_均值,ALNS_PSO_修复_random_改进最优解_均值,ALNS_PSO_修复_bp_aware_调用次数_均值,ALNS_PSO_修复_bp_aware_耗时_均值(s),ALNS_PSO_修复_bp_aware_改进当前解_均值,ALNS_PSO_修复_bp_aware_改进最优解_均值,ALNS_PSO_模块耗时_DR均值(s),ALNS_PSO_模块耗时_LS均值(s),ALNS_PSO_模块耗时_PSO均值(s),GiantRoute_目标函数_最小值,GiantRoute_目标函数_最大值,GiantRoute_目标函数_均值,GiantRoute_求解时间_最小(s),GiantRoute_求解时间_最大(s),GiantRoute_求解时间_均值(s),GiantRoute_实际使用无人机数_均值,GiantRoute_总飞行距离_均值(m),GiantRoute_最优线程ID分布,GiantRoute_公共池拉取次数_均值,GiantRoute_推入公共池次数_均值,GiantRoute_破坏_random_调用次数_均值,GiantRoute_破坏_random_耗时_均值(s),GiantRoute_破坏_random_改进当前解_均值,GiantRoute_破坏_random_改进最优解_均值,GiantRoute_破坏_worst_调用次数_均值,GiantRoute_破坏_worst_耗时_均值(s),GiantRoute_破坏_worst_改进当前解_均值,GiantRoute_破坏_worst_改进最优解_均值,GiantRoute_破坏_segment_调用次数_均值,GiantRoute_破坏_segment_耗时_均值(s),GiantRoute_破坏_segment_改进当前解_均值,GiantRoute_破坏_segment_改进最优解_均值,GiantRoute_修复_greedy_调用次数_均值,GiantRoute_修复_greedy_耗时_均值(s),GiantRoute_修复_greedy_改进当前解_均值,GiantRoute_修复_greedy_改进最优解_均值,GiantRoute_修复_random_调用次数_均值,GiantRoute_修复_random_耗时_均值(s),GiantRoute_修复_random_改进当前解_均值,GiantRoute_修复_random_改进最优解_均值,GiantRoute_修复_regret_调用次数_均值,GiantRoute_修复_regret_耗时_均值(s),GiantRoute_修复_regret_改进当前解_均值,GiantRoute_修复_regret_改进最优解_均值,GiantRoute_模块耗时_DR均值(s),GiantRoute_模块耗时_LS均值(s),GiantRoute_模块耗时_PSO均值(s)
13-16-5-1-(0),13,16,5,1,34337.3127,34337.3127,34337.3127,3.69,3.77,3.73,2.0,22878.21,"T0:2次,T1:1次,T2:2次",13.4,44.0,499.0,0.0123,70.4,4.2,525.8,0.0317,112.0,7.0,506.0,0.0023,62.0,2.6,469.2,0.0201,68.0,4.4,953.6,1.1366,157.8,9.0,114.8,0.1116,1.2,0.0,931.6,1.1253,153.4,9.2,2.4816,2.9579,6.7607,34337.3127,34337.3127,34337.3127,40.89,50.44,43.36,2.0,22878.21,"T0:1次,T1:3次,T2:1次",13.4,44.0,776.8,0.01,99.2,3.6,509.2,0.0421,53.0,3.6,714.0,0.0165,90.4,5.4,796.4,0.3073,90.0,3.8,187.6,0.0007,6.6,1.4,1016.0,2.0909,146.0,7.4,2.4674,149.8252,4.189
13-16-5-1-(1),13,16,5,1,27585.4684,27585.4684,27585.4684,4.09,4.2,4.15,2.0,18376.98,"T1:1次,T2:3次,T3:1次",12.2,44.0,506.4,0.0123,70.2,7.0,534.6,0.0246,98.2,11.0,452.6,0.0081,41.6,3.6,506.4,0.0189,72.8,6.4,922.6,1.2098,132.4,11.6,95.8,0.0912,0.2,0.0,981.6,1.4042,150.2,16.4,2.8271,2.7549,8.1175,27585.4684,27585.4684,27585.4684,7.36,11.98,10.32,2.0,18376.98,"T0:2次,T1:2次,T3:1次",14.8,44.0,677.0,0.0057,95.8,6.0,668.8,0.0502,79.4,5.0,654.2,0.0012,98.0,7.0,865.6,0.1282,112.2,8.2,145.8,0.0004,4.6,1.6,988.6,0.9385,156.4,8.2,1.1241,27.8523,3.5557
13-16-5-1-(2),13,16,5,1,32518.2964,33463.689,32896.4535,3.81,3.96,3.87,2.0,21917.64,"T0:1次,T2:2次,T3:2次",14.0,44.0,493.8,0.0078,80.4,8.8,551.0,0.021,98.6,11.6,461.2,0.0089,40.0,4.8,494.0,0.0176,62.0,9.0,955.4,1.3021,143.8,16.4,110.0,0.1186,0.2,0.0,934.6,1.3289,137.0,17.8,2.8372,2.9911,6.7859,32518.4866,32628.4492,32541.9273,6.16,12.87,9.2,2.0,21681.28,"T0:1次,T1:3次,T2:1次",13.2,44.0,751.2,0.0126,88.6,8.8,641.0,0.0337,57.0,5.0,607.8,0.0011,63.8,4.8,866.0,0.1127,91.8,7.8,153.2,0.0004,3.6,1.0,980.8,0.6623,114.0,9.8,0.8228,23.0253,3.1726
13-16-5-2-(0),13,16,5,2,34263.804,34263.804,34263.804,3.37,3.44,3.41,2.0,22829.2,"T0:4次,T2:1次",14.8,44.0,514.8,0.0199,75.4,4.4,505.6,0.0281,102.8,5.4,530.4,0.0084,59.6,3.8,449.2,0.0125,61.6,2.2,930.4,1.1524,149.6,6.6,130.4,0.1208,2.2,0.4,939.2,1.1613,147.6,8.8,2.5421,2.7756,5.7014,34263.804,34263.804,34263.804,35.08,56.16,44.39,2.0,22829.2,"T0:1次,T1:1次,T2:1次,T3:2次",12.6,44.0,741.2,0.011,115.6,4.8,565.0,0.0574,71.2,6.2,693.8,0.0074,102.0,6.4,814.8,0.2703,116.6,6.2,197.2,0.0007,6.2,1.4,988.0,1.8845,166.0,9.8,2.2313,156.4806,3.9786
13-16-5-2-(1),13,16,5,2,28321.7448,28321.7448,28321.7448,3.53,3.64,3.59,2.0,18867.83,"T0:2次,T2:2次,T3:1次",14.4,44.0,527.4,0.0076,79.4,4.6,499.0,0.0293,75.2,6.6,450.2,0.0088,33.4,1.0,523.4,0.0065,78.0,6.0,929.6,1.2228,122.8,9.6,104.4,0.1206,0.0,0.0,966.0,1.2573,143.2,8.6,2.6819,2.6975,6.3727,28321.7448,28321.7448,28321.7448,6.71,9.91,8.31,2.0,18867.83,"T0:2次,T1:2次,T2:1次",15.4,44.0,725.0,0.0116,119.0,2.8,595.2,0.0256,69.0,1.8,679.8,0.0012,117.6,1.0,842.8,0.1062,125.8,1.8,161.8,0.0004,5.0,0.8,995.4,0.7283,174.8,3.0,0.8732,23.3683,3.7476
13-16-5-2-(2),13,16,5,2,32593.1182,32593.1182,32593.1182,3.96,4.05,3.99,2.0,21715.41,"T0:1次,T1:2次,T2:1次,T3:1次",13.2,44.0,486.8,0.0238,77.4,6.6,537.8,0.0127,122.6,6.2,450.6,0.0051,41.4,2.8,524.8,0.0324,90.0,8.0,973.6,1.2963,175.2,12.6,103.6,0.1115,0.0,0.0,922.8,1.2275,156.2,11.0,2.7409,2.8616,7.5004,32593.1182,32593.1182,32593.1182,8.37,15.18,10.7,2.0,21715.41,"T0:2次,T1:2次,T3:1次",13.6,44.0,704.4,0.0403,109.4,5.8,616.6,0.0355,90.6,8.4,679.0,0.0042,113.8,7.0,850.0,0.1975,130.2,7.4,166.8,0.0005,6.4,1.8,983.2,0.8489,177.2,12.0,1.1268,32.486,3.5077
13-16-5-3-(0),13,16,5,3,34645.6085,34646.3159,34646.1744,4.39,4.45,4.42,2.0,23084.12,"T0:1次,T1:3次,T3:1次",13.4,44.0,490.0,0.0368,77.6,3.4,468.0,0.0298,72.8,6.0,506.2,0.0068,55.2,3.4,535.8,0.0062,82.8,5.8,931.4,1.3025,145.0,8.4,130.8,0.1668,2.2,1.0,937.8,1.6266,141.2,9.2,3.2055,3.4388,8.0007,34492.6504,34645.6085,34599.4011,8.79,10.56,9.68,2.0,23052.93,"T1:2次,T2:2次,T3:1次",13.0,44.0,744.8,0.0177,87.0,5.2,550.2,0.0173,54.8,4.0,705.0,0.0012,81.2,5.8,857.6,0.165,97.8,6.2,236.6,0.0021,9.8,2.6,905.8,0.6714,115.4,6.2,0.8748,28.3578,3.342
13-16-5-3-(1),13,16,5,3,25217.0396,25754.4095,25431.9875,4.12,4.17,4.15,2.0,16941.33,"T0:2次,T2:2次,T3:1次",12.8,44.0,478.2,0.0033,63.8,7.2,579.0,0.0261,106.2,15.2,438.4,0.0096,33.6,4.4,504.4,0.0102,65.8,7.4,946.2,1.4225,130.0,17.2,99.4,0.1627,0.0,0.0,954.4,1.6598,139.4,17.0,3.3272,2.7899,7.5646,25217.0549,25229.5151,25219.6547,33.67,45.77,41.31,2.0,16799.77,"T0:2次,T1:1次,T2:1次,T3:1次",13.0,44.0,819.6,0.0214,113.2,9.0,592.0,0.0328,59.0,4.8,588.4,0.0087,69.6,6.4,815.0,0.2617,90.2,5.6,118.4,0.0005,2.0,0.4,1066.6,2.4979,149.6,14.2,2.8231,134.1367,4.8456
13-16-5-3-(2),13,16,5,3,31382.2495,31382.2495,31382.2495,4.38,4.46,4.41,2.0,20908.17,"T0:3次,T1:1次,T3:1次",14.6,44.0,473.6,0.0153,55.2,2.4,527.4,0.0294,82.6,6.0,502.4,0.0053,43.0,3.0,496.6,0.0164,46.0,1.6,950.2,1.3627,111.2,6.8,109.4,0.1403,0.6,0.2,940.4,1.6288,115.0,6.0,3.2327,2.8961,8.4896,31382.2871,31383.3109,31382.7992,28.86,49.22,38.56,2.0,20908.53,"T0:1次,T1:1次,T2:2次,T3:1次",14.0,44.0,785.4,0.0234,98.0,5.0,590.2,0.041,60.6,3.6,624.4,0.0206,66.6,2.8,876.8,0.2196,103.2,5.0,175.4,0.0006,4.2,1.2,947.8,1.8605,117.8,5.2,2.1658,124.8606,4.1633
13-16-5-4-(0),13,16,5,4,34249.8082,34297.864,34259.4193,4.13,4.26,4.2,2.0,22826.28,"T0:1次,T1:1次,T2:2次,T3:1次",13.0,44.0,498.2,0.0122,83.0,5.2,464.8,0.0194,82.0,5.6,479.6,0.0127,53.0,2.6,557.4,0.0228,121.0,8.4,927.6,1.3276,163.6,8.8,120.2,0.1543,1.4,0.2,952.2,1.3864,174.0,12.8,2.96,3.2217,7.7059,34276.999,34297.864,34285.3969,25.4,62.03,41.4,2.0,22843.6,"T0:1次,T1:2次,T2:2次",12.8,44.0,781.2,0.0114,107.8,5.2,537.6,0.0551,56.8,3.6,681.2,0.0029,79.2,5.6,773.0,0.1983,86.6,4.2,157.2,0.0006,4.4,0.8,1069.8,2.1305,152.8,9.4,2.3987,138.8585,3.9393
13-16-5-4-(1),13,16,5,4,25405.6457,25405.6457,25405.6457,3.91,4.0,3.96,2.0,16923.76,"T0:1次,T1:2次,T2:2次",15.2,44.0,518.6,0.0094,67.0,4.2,506.2,0.0116,81.8,9.4,472.8,0.0137,40.2,2.4,502.4,0.0039,72.8,3.6,963.4,1.1575,136.0,11.2,114.2,0.1408,0.2,0.2,922.4,1.244,125.6,8.2,2.6623,2.7651,7.595,25405.6457,25405.6457,25405.6457,8.29,14.73,11.13,2.0,16923.76,"T0:2次,T2:3次",15.8,44.0,774.0,0.0149,89.0,3.4,608.6,0.0292,50.4,2.4,617.4,0.0011,57.8,3.8,850.0,0.1734,81.8,3.2,142.4,0.0004,3.8,0.8,1007.6,0.8118,111.6,5.6,1.0307,31.2074,3.4563
13-16-5-4-(2),13,16,5,4,32284.1706,32284.1706,32284.1706,4.2,4.35,4.29,2.0,21509.45,"T0:3次,T2:2次",14.2,44.0,509.4,0.0124,81.4,2.8,532.6,0.0187,110.4,4.4,447.0,0.0066,42.6,3.0,511.0,0.029,78.8,4.2,944.6,1.2876,151.0,7.6,107.8,0.1094,1.2,0.2,947.6,1.5492,161.0,6.6,3.0442,3.139,7.9411,32284.2154,32290.0928,32288.0067,6.38,9.65,7.69,2.0,21512.0,"T0:2次,T1:1次,T2:1次,T3:1次",13.6,44.0,753.6,0.0085,117.4,7.0,587.8,0.0117,69.8,5.2,658.6,0.0011,92.6,6.4,856.0,0.1041,119.4,7.4,166.8,0.0004,5.6,1.6,977.2,0.6606,154.8,9.6,0.7865,21.0326,3.3844
13-16-5-5-(0),13,16,5,5,32888.4084,32947.5777,32932.3822,4.18,4.26,4.22,2.0,21941.59,"T0:1次,T1:1次,T2:2次,T3:1次",13.8,44.0,487.6,0.0153,68.6,5.0,497.0,0.0377,81.4,4.6,503.0,0.0083,52.4,4.4,512.4,0.0042,77.8,4.0,935.8,1.1781,140.2,8.4,124.0,0.1668,2.2,0.0,940.2,1.3922,137.8,9.6,2.848,3.3177,7.7253,32888.4997,32952.4891,32902.5663,6.98,13.07,9.23,2.0,21921.71,"T0:1次,T1:2次,T2:1次,T3:1次",13.4,44.0,689.2,0.0174,85.0,3.4,598.6,0.036,72.2,2.6,712.2,0.017,94.8,7.4,851.6,0.1354,116.4,6.2,244.4,0.0036,10.2,1.6,904.0,0.6031,125.4,5.6,0.8126,26.7772,3.7098
13-16-5-5-(1),13,16,5,5,23821.4166,23821.4166,23821.4166,4.12,4.2,4.15,2.0,15867.61,"T1:2次,T2:2次,T3:1次",13.6,44.0,516.2,0.0215,83.8,7.8,517.8,0.0305,92.6,8.8,482.0,0.0152,48.2,3.6,484.0,0.0161,68.8,5.8,945.8,1.2675,147.2,12.0,106.6,0.1172,0.0,0.0,947.6,1.6369,146.2,14.0,3.1197,2.8419,7.5971,23458.9103,23821.8766,23626.9337,32.23,68.04,50.83,2.0,15737.96,"T0:2次,T2:1次,T3:2次",14.4,44.0,753.6,0.004,149.2,4.4,641.2,0.066,106.8,4.6,605.2,0.0088,101.4,3.4,831.2,0.3138,132.4,5.0,132.2,0.0005,3.8,1.6,1036.6,2.5382,221.2,5.8,2.9312,170.3532,4.9393
13-16-5-5-(2),13,16,5,5,30457.0207,30457.0207,30457.0207,4.16,4.24,4.18,2.0,20291.35,"T0:3次,T2:2次",14.4,44.0,490.2,0.0032,69.2,5.8,575.6,0.0132,121.0,10.6,436.6,0.008,37.8,2.2,497.6,0.0206,78.6,5.0,964.4,1.326,161.2,12.2,113.0,0.1515,0.6,0.0,922.6,1.2483,144.8,11.4,2.824,3.036,7.8529,30457.0378,30463.9606,30459.6672,14.68,23.84,19.85,2.0,20293.11,"T0:1次,T1:1次,T2:3次",14.4,44.0,709.2,0.0046,119.2,6.4,701.4,0.0414,113.0,7.2,589.4,0.0218,81.8,3.6,866.6,0.2136,133.0,6.4,140.0,0.0004,3.0,2.2,993.4,1.4324,178.0,8.6,1.7142,63.7783,3.932
15-14-5-1-(0),15,14,5,1,17984.0522,17984.0522,17984.0522,2.63,2.65,2.64,1.0,11982.7,"T0:4次,T1:1次",16.0,44.0,469.8,0.0204,33.0,1.6,605.8,0.0482,100.8,5.4,443.0,0.014,24.6,1.2,481.4,0.0094,35.6,1.8,937.2,1.3368,94.0,4.8,99.6,0.0851,0.4,0.0,963.2,1.3582,99.6,5.2,2.8931,1.5462,3.8124,17984.0522,17996.0801,17992.7283,29.34,51.39,43.91,1.0,11988.49,"T0:2次,T1:1次,T3:2次",14.2,44.0,705.2,0.0096,128.4,7.6,688.0,0.0831,128.2,5.2,606.8,0.0103,77.4,6.2,878.4,0.2529,145.6,9.0,106.0,0.0019,0.6,0.2,1015.6,2.2824,187.8,9.8,2.6402,147.1069,4.6931
15-14-5-1-(1),15,14,5,1,21299.7907,21299.7907,21299.7907,2.82,3.05,2.89,1.0,14193.19,"T0:3次,T1:2次",13.6,44.0,487.0,0.0075,56.8,5.2,508.2,0.0289,62.0,7.4,473.4,0.0022,38.4,4.0,531.4,0.0393,61.6,7.8,970.0,1.216,113.6,14.8,105.8,0.0971,0.4,0.0,924.2,1.192,104.8,9.6,2.6186,2.0224,4.6162,21299.7907,21299.7907,21299.7907,13.27,27.74,18.86,1.0,14193.19,"T0:1次,T1:1次,T2:3次",14.0,44.0,745.4,0.0033,87.8,7.2,574.8,0.0259,51.4,2.4,679.8,0.0088,79.6,8.4,852.4,0.2215,90.2,6.4,121.2,0.0004,1.6,0.4,1026.4,1.2929,127.0,11.2,1.5527,55.5516,3.7251
15-14-5-1-(2),15,14,5,1,28148.5182,28148.5182,28148.5182,3.48,3.54,3.51,2.0,18752.35,"T0:2次,T1:3次",15.8,44.0,473.8,0.003,36.4,1.6,553.4,0.0332,69.2,3.2,463.8,0.0036,24.0,0.4,509.0,0.0185,52.0,2.8,931.2,0.7188,87.0,3.6,113.4,0.0942,0.6,0.0,955.4,0.9963,94.0,4.4,1.9093,2.0749,7.4641,28148.942,28149.1036,28149.0145,25.22,38.13,30.54,2.0,18752.68,"T0:2次,T1:3次",14.4,44.0,686.4,0.0245,120.4,5.8,648.0,0.065,113.8,7.6,665.6,0.0013,106.8,9.0,871.8,0.3476,137.6,11.4,115.8,0.0004,1.6,0.8,1012.4,2.0506,201.8,10.2,2.4894,102.4038,4.2856
15-14-5-2-(0),15,14,5,2,18409.4507,18409.4507,18409.4507,2.68,2.72,2.69,1.0,12266.3,"T0:1次,T1:3次,T2:1次",14.8,44.0,470.2,0.0028,26.8,0.6,541.2,0.0154,60.6,2.0,456.4,0.0137,26.2,2.8,532.2,0.0149,36.6,3.0,928.8,1.268,75.2,3.4,114.8,0.1237,0.0,0.0,956.4,1.2595,75.0,5.0,2.7109,1.8307,3.9582,18409.4507,18409.4507,18409.4507,14.55,28.59,21.42,1.0,12266.3,"T1:1次,T2:2次,T3:2次",12.8,44.0,669.4,0.0059,80.6,3.6,672.0,0.0511,93.0,3.2,658.6,0.0013,71.0,3.4,883.6,0.168,104.8,4.0,115.8,0.0004,2.0,1.0,1000.6,1.2549,137.8,5.2,1.4815,66.631,3.7011
15-14-5-2-(1),15,14,5,2,21756.3261,21756.3261,21756.3261,2.6,2.65,2.62,1.0,14497.55,"T0:2次,T1:2次,T2:1次",15.0,44.0,529.2,0.0031,48.8,2.6,479.4,0.0234,18.6,1.0,474.6,0.0132,35.2,3.6,516.8,0.0117,47.0,3.0,948.0,1.381,76.4,5.0,107.0,0.0957,0.0,0.0,945.0,1.3324,73.2,5.2,2.8927,1.5922,3.7969,21756.3261,21764.5979,21759.3274,27.86,37.33,33.03,1.0,14499.55,"T0:2次,T2:2次,T3:1次",15.2,44.0,830.2,0.0252,127.2,4.2,522.2,0.0567,27.8,2.4,647.6,0.0028,79.0,5.6,853.4,0.2651,92.4,6.2,101.8,0.0004,1.0,0.0,1044.8,2.3412,140.6,6.0,2.6914,111.0895,4.6895
15-14-5-2-(2),15,14,5,2,28343.9545,28343.9545,28343.9545,3.55,3.68,3.59,2.0,18882.64,"T0:4次,T2:1次",15.4,44.0,502.0,0.0137,71.8,5.6,526.4,0.0152,93.2,10.6,484.4,0.0097,39.0,3.6,487.2,0.0153,59.6,5.2,944.0,0.9541,132.6,13.0,111.8,0.1044,0.6,0.4,944.2,1.0695,130.4,11.6,2.2087,2.3795,7.1956,28343.9656,28344.3563,28344.1262,14.21,24.96,19.82,2.0,18882.75,"T0:3次,T1:1次,T2:1次",11.4,44.0,734.6,0.0062,119.2,6.4,667.2,0.0365,94.8,7.8,598.2,0.0057,73.0,5.0,847.4,0.1676,111.4,7.0,114.4,0.0004,2.2,0.4,1038.2,1.2144,173.4,11.8,1.4308,61.9071,3.4326
15-14-5-3-(0),15,14,5,3,17486.3541,17486.3541,17486.3541,2.64,2.72,2.67,1.0,11650.9,"T0:2次,T1:2次,T3:1次",16.0,44.0,489.6,0.0148,37.4,2.8,570.2,0.0271,72.6,5.4,448.4,0.002,31.4,2.8,491.8,0.0066,38.8,2.8,937.2,1.3806,90.4,6.4,106.6,0.096,0.0,0.0,956.2,1.4067,89.8,7.4,2.958,1.5816,3.7882,17486.3541,17486.3541,17486.3541,3.45,7.34,4.98,1.0,11650.9,"T0:1次,T1:2次,T2:1次,T3:1次",15.6,44.0,726.6,0.0142,59.2,5.0,587.8,0.0344,43.2,3.8,685.6,0.0101,61.4,3.8,864.4,0.1107,64.4,5.4,148.8,0.0003,2.6,0.6,986.8,0.6024,96.8,6.6,0.7722,12.1979,3.0943
15-14-5-3-(1),15,14,5,3,21009.179,21009.179,21009.179,3.71,3.81,3.76,1.0,13999.45,"T0:1次,T1:2次,T2:2次",13.6,44.0,497.2,0.0136,51.4,8.8,582.4,0.0395,84.0,12.6,450.0,0.005,26.6,3.2,470.4,0.0139,34.6,5.4,947.6,1.1776,98.2,13.6,113.8,0.1094,1.0,0.2,938.6,1.2185,97.4,16.2,2.5943,2.149,7.6036,20978.8724,21046.2174,20992.3414,19.16,33.04,26.52,1.0,13988.23,"T1:3次,T3:2次",13.0,44.0,669.2,0.0078,94.2,5.4,635.2,0.0384,60.2,9.0,695.6,0.0179,98.6,10.2,853.6,0.1724,103.6,11.8,114.2,0.0004,1.6,1.0,1032.2,1.5281,147.8,11.8,1.7649,86.826,4.0743
15-14-5-3-(2),15,14,5,3,27126.8031,27126.8031,27126.8031,2.93,3.05,2.97,2.0,18071.2,"T0:4次,T1:1次",16.0,44.0,511.8,0.0167,32.6,1.0,427.2,0.0254,39.4,2.0,536.0,0.0053,17.8,0.4,525.0,0.0172,32.0,0.6,925.4,0.6843,55.4,2.4,140.6,0.0611,1.6,0.0,934.0,0.989,64.8,1.6,1.8327,2.1971,5.4335,27126.8031,27126.8031,27126.8031,3.65,6.79,5.84,2.0,18071.2,"T0:3次,T1:1次,T3:1次",20.0,44.0,704.6,0.0053,66.4,0.0,608.2,0.0367,48.4,0.0,687.2,0.0078,66.8,0.0,883.8,0.1134,86.0,0.0,190.6,0.0004,5.0,0.0,925.6,0.4649,90.6,0.0,0.6286,15.3175,2.9928
15-14-5-4-(0),15,14,5,4,18237.3428,18237.3428,18237.3428,2.62,2.72,2.65,1.0,12151.56,"T0:1次,T1:3次,T2:1次",14.0,44.0,489.2,0.018,66.0,5.2,585.4,0.0197,114.6,9.4,462.0,0.0118,63.6,4.6,463.4,0.0272,56.2,3.8,939.4,1.284,145.8,10.4,117.8,0.1256,1.2,0.2,942.8,1.3499,153.4,12.4,2.8536,1.5987,3.8841,18237.3428,18237.3428,18237.3428,4.64,9.71,7.43,1.0,12151.56,"T0:1次,T1:3次,T2:1次",15.8,44.0,696.0,0.0024,111.0,6.4,664.4,0.0343,104.4,2.8,639.6,0.0041,89.4,4.6,860.6,0.1235,124.8,6.6,141.2,0.0003,4.0,1.8,998.2,0.5662,176.0,5.4,0.7307,19.6802,3.1806
15-14-5-4-(1),15,14,5,4,20717.7467,20717.7467,20717.7467,2.61,2.72,2.64,1.0,13805.16,"T0:2次,T1:2次,T2:1次",15.4,44.0,511.0,0.0158,36.4,2.6,484.2,0.0174,17.8,1.2,474.4,0.0117,24.0,2.8,530.4,0.0196,38.2,2.8,959.0,1.336,58.2,5.4,114.0,0.1247,0.2,0.0,927.0,1.3675,58.0,4.0,2.9382,1.5639,3.8224,20717.7467,20717.7467,20717.7467,3.12,3.44,3.31,1.0,13805.16,"T1:1次,T2:2次,T3:2次",16.0,44.0,747.0,0.0067,50.2,2.8,537.4,0.032,19.0,2.2,715.6,0.0011,42.4,4.8,862.4,0.0646,43.8,4.2,147.0,0.0003,3.0,0.4,990.6,0.3517,64.8,5.2,0.4564,6.708,3.1581
15-14-5-4-(2),15,14,5,4,27980.1403,27980.1403,27980.1403,2.85,2.95,2.89,2.0,18640.09,"T0:2次,T3:3次",14.6,44.0,500.6,0.0349,44.6,4.8,541.2,0.0121,77.6,8.0,486.0,0.0021,22.6,3.4,472.2,0.0241,37.6,4.6,917.0,0.8302,84.8,10.0,109.6,0.0749,0.2,0.0,973.4,0.9269,97.4,10.8,1.9259,2.0488,5.1968,27980.6048,28008.2941,27986.4148,15.82,29.3,20.11,2.0,18644.28,"T0:4次,T2:1次",11.8,44.0,734.2,0.0033,93.2,7.2,623.0,0.0375,65.8,5.6,642.8,0.0013,67.6,6.2,859.6,0.2177,95.8,8.2,153.6,0.0005,3.6,0.8,986.8,1.2444,127.2,10.0,1.5046,61.1347,3.4371
15-14-5-5-(0),15,14,5,5,17151.6646,17151.6646,17151.6646,2.66,2.77,2.7,1.0,11427.78,"T0:1次,T1:4次",16.0,44.0,489.8,0.0097,30.2,0.8,566.6,0.0245,67.0,2.0,455.6,0.0081,21.0,0.8,488.0,0.0131,26.8,0.4,934.2,1.3268,71.6,2.4,105.4,0.1237,0.6,0.0,960.4,1.426,72.8,1.6,2.9545,1.7123,3.8949,17151.6646,17151.6646,17151.6646,4.09,6.87,5.5,1.0,11427.78,"T1:2次,T2:3次",15.8,44.0,672.8,0.0022,64.6,1.0,618.6,0.0357,48.6,1.0,708.6,0.0071,68.6,2.4,847.8,0.096,74.2,0.8,142.8,0.0003,3.0,0.4,1009.4,0.4541,104.6,3.2,0.5954,13.6142,3.2004
15-14-5-5-(1),15,14,5,5,20121.7025,20121.7025,20121.7025,2.64,2.7,2.67,1.0,13407.8,"T0:3次,T2:2次",15.8,44.0,500.0,0.0029,43.6,1.8,495.2,0.0235,36.0,3.4,490.8,0.0136,48.0,1.8,514.0,0.0263,42.8,2.4,947.4,1.266,85.0,5.0,110.4,0.115,0.0,0.0,942.2,1.2252,85.4,4.4,2.6953,1.8593,3.8497,20121.7025,20121.7025,20121.7025,3.37,6.1,4.89,1.0,13407.8,"T0:2次,T2:3次",16.0,44.0,716.2,0.0212,53.0,3.2,617.2,0.0307,34.6,0.6,666.6,0.0011,58.6,3.8,860.6,0.1228,57.0,4.0,125.8,0.0003,1.2,0.2,1013.6,0.609,88.0,3.4,0.7851,11.2102,2.9909
15-14-5-5-(2),15,14,5,5,26525.9714,26529.4046,26526.658,3.05,3.17,3.1,2.0,17671.11,"T0:1次,T1:1次,T2:2次,T3:1次",14.8,44.0,483.2,0.0121,46.2,2.2,567.0,0.0094,109.2,4.8,471.8,0.0021,28.4,2.0,478.0,0.0314,50.6,2.4,931.2,0.8661,117.6,5.6,128.6,0.1224,1.0,0.0,940.2,0.9522,115.8,5.8,2.0208,2.4057,5.3774,25813.6284,25817.3312,25814.4279,10.68,34.94,22.4,2.0,17196.29,"T0:2次,T1:3次",14.6,44.0,706.2,0.0267,93.4,3.2,678.6,0.0286,87.4,3.4,615.2,0.0012,80.2,2.0,829.6,0.1787,96.8,2.6,145.6,0.0005,4.4,1.0,1024.8,1.4528,159.8,5.0,1.6886,68.4739,3.8066
